"","A.t1_rep2","A.t2_rep2","A.t3_rep2","A.t4_rep2","A.t5_rep2","A.t6_rep2","B.t1_rep2","B.t2_rep2","B.t3_rep2","B.t4_rep2","B.t5_rep2","B.t6_rep2"
"YDL248W",12535,14050,12430,12760,13885,12395,12275,13300,12715,14525,14115,11600
"YDL247W-A",140,75,130,105,160,115,180,210,215,150,170,190
"YDL247W",3185,3200,2935,2765,3130,2550,1990,1830,1920,2185,1825,1615
"YDL246C",2045,2105,1970,2110,2255,2120,1375,1620,1345,1875,1210,1435
"YDL245C",2240,2010,2185,2080,2080,1900,1665,1705,1350,1740,1690,1480
"YDL244W",2240,2610,2440,2480,2410,2460,715,865,750,960,605,820
"YDL243C",3820,3980,4100,4270,4275,3930,3035,2870,2815,3935,3225,3330
"YDL242W",930,1195,955,1070,1380,895,910,830,805,1095,1010,1005
"YDL241W",1055,1485,1100,1420,1515,1265,1785,2220,2260,2655,2000,1940
"YDL240C-A",70,15,80,70,45,20,35,30,5,40,40,25
"YDL240W",4695,4840,4430,4630,4610,4145,3820,3005,3815,3845,3125,3295
"YDL239C",1300,1365,1105,1265,1180,1090,1715,1740,2140,2200,1720,1685
"YDL238C",6170,7095,6105,6220,6675,5900,6795,7230,7120,8900,6650,6765
"YDL237W",20070,21410,18800,19680,21305,20385,18230,16840,18240,20535,18275,17205
"YDL236W",17315,20485,18770,20545,20045,19745,16565,16035,16225,18120,16485,15950
"YDL235C",9705,11780,10225,10750,11290,10930,6350,6130,6405,7905,5560,6665
"YDL234C",21670,20800,21815,21015,20195,18370,21790,23535,19410,24770,20920,18050
"YDL233W",4610,4695,5490,5405,5095,4755,3250,3310,2930,3485,3065,2995
"YDL232W",7255,9095,7580,8590,8925,9350,6850,7150,7380,7760,7110,7040
"YDL231C",11535,12185,10500,11180,10960,10855,8840,9410,8970,10120,8455,8320
"YDL230W",7035,9390,7735,8210,8390,7490,6055,6465,6740,7410,6405,6560
"YDL229W",124340,134425,114190,122525,117890,115640,195140,179205,174305,191020,183555,160685
"YDL228C",80,45,135,95,105,85,95,90,95,75,145,75
"YDL227C",380,365,325,275,355,225,400,305,300,365,225,430
"YDL226C",18390,21320,17990,19610,19920,19485,15675,14730,14330,17340,14395,14870
"YDL225W",9395,10830,9135,9885,10060,9060,6275,6740,7150,7690,5485,7280
"YDL224C",12495,12075,10890,12330,11915,11125,9745,8450,8340,9520,8225,8630
"YDL223C",5735,5425,5040,4865,5040,4550,4695,5275,5150,5530,4720,4515
"YDL222C",2445,2980,2680,2545,2955,2355,3325,3730,3675,4265,3545,3090
"YDL221W",650,760,745,770,660,695,525,455,485,440,480,470
"YDL220C",3660,3910,3400,3405,3805,3530,2550,2415,2200,2665,2280,1945
"YDL219W",3260,3675,3335,3680,3720,3625,2895,2755,3090,3495,2555,2555
"YDL218W",640,715,515,665,565,690,845,875,960,845,815,715
"YDL217C",6525,8355,7165,7645,7525,7715,4545,4485,4230,5065,4660,4490
"YDL216C",2595,2645,2570,2770,2865,2405,1855,2035,2040,2630,1895,2015
"YDL215C",21040,21420,18825,19640,19665,17925,38835,36785,40885,45160,36775,37535
"YDL214C",5930,5950,5780,5490,5970,4895,2305,2300,2135,2150,2050,1995
"YDL213C",4815,5520,5310,5775,5545,5045,3685,4595,3905,4445,3155,3965
"YDL212W",36145,44715,37055,41110,42260,42015,35415,36045,37415,40440,35595,32655
"YDL211C",1600,1510,1365,1635,1625,1825,910,850,765,815,755,835
"tG(GCC)D1",5,15,-5,0,55,35,50,35,20,5,30,-25
"YDL210W",1910,2415,2310,2255,2445,2085,1425,1485,1495,1705,1625,1330
"YDL209C",1715,1960,1585,1650,2080,1955,720,700,890,945,605,775
"YDL208W",7005,9195,7975,8400,7925,8795,8825,10380,9845,10175,7810,8975
"YDL207W",6910,7755,7120,6995,6595,6400,4695,5130,4155,5185,4120,4265
"YDL206W",7910,8380,8560,7980,7845,6935,8810,9035,8685,9100,9000,6745
"YDL205C",7395,8085,7165,7300,7070,7365,7050,6915,8000,7900,7360,7310
"YDL204W",4805,4740,4615,4035,4690,4010,44410,42725,47045,50675,43415,40195
"YDL203C",5575,5975,4880,5405,5650,4540,4150,3940,3885,4410,3725,3300
"YDL202W",4645,5615,4790,5130,4910,4575,3760,3705,3870,4540,3480,4275
"YDL201W",2745,3390,2970,2865,2965,3165,2970,3480,3005,3450,2870,3180
"YDL200C",2150,2120,2070,2295,2280,2440,1735,1520,1945,1955,1520,1830
"YDL199C",6470,6615,6295,6245,6905,5475,5205,5080,4855,5525,5000,4210
"YDL198C",14160,18695,13045,16480,16920,16665,24355,23905,26085,28325,24900,25140
"YDL197C",7225,6910,6655,7090,7290,6680,4865,4850,4630,5790,4605,4400
"YDL196W",415,330,470,345,380,220,300,360,290,390,220,285
"YDL195W",39795,36795,32870,34355,32320,31730,33720,30780,28615,32725,30015,27120
"YDL194W",11295,11555,10960,10790,11195,9920,9300,9490,10370,10860,9065,8870
"YDL193W",7880,9080,8180,8565,8675,8345,9695,8615,8640,9990,8955,8440
"YDL192W",47260,59275,50260,59935,57100,58515,57940,56655,61160,67440,53255,59450
"YDL191W",67565,77135,70945,75975,78990,80765,78570,80180,82075,94045,74335,82655
"YDL190C",18285,18815,15940,16910,17175,15950,15750,15270,15185,17875,13975,14675
"YDL189W",7575,8465,7105,8115,7660,7820,5140,4985,4840,5515,4465,4650
"YDL188C",13915,15450,12795,13385,13555,13470,14905,14620,15080,16300,13810,13615
"YDL187C",55,35,55,45,55,15,50,65,10,65,15,30
"YDL186W",2245,2135,2650,2205,2715,2135,1860,2245,2100,1995,1840,2020
"YDL185C-A",65,25,30,60,40,20,65,40,25,40,80,85
"YDL185W",85825,91335,76880,80900,80285,78105,90855,86180,85860,95820,87130,74155
"YDL184C",50350,57660,55025,60765,58000,59795,64495,67490,69585,75120,68295,69350
"YDL183C",1960,2140,2345,2280,2390,2000,1565,1900,1475,1665,1420,1285
"YDL182W",16770,17340,16000,16320,17615,15490,20365,19250,17765,20015,18700,19235
"YDL181W",6450,8035,6585,7620,7735,7380,10695,10040,11535,11535,10115,11710
"YDL180W",10540,11705,10245,10985,10335,10165,8580,8720,8475,10220,8915,7515
"YDL179W",2545,2580,2670,2525,2500,2545,2495,2385,2950,2885,2420,2815
"YDL178W",10960,14670,11750,12460,13445,13245,8325,8260,9020,9320,8470,8130
"YDL177C",950,1175,1145,1385,1205,1190,555,625,655,885,330,695
"YDL176W",3850,3905,3505,3830,3870,3475,1930,2055,2030,2265,1985,1930
"YDL175C",3780,4135,3975,4000,3725,3805,2500,2630,2595,3265,2205,2525
"YDL174C",33150,34565,30300,30330,32135,29240,27750,26480,27195,30735,27230,24855
"YDL173W",5410,6950,5295,6150,6490,5915,2545,3365,3005,3710,2605,3400
"YDL172C",-5,-10,40,20,40,30,55,40,25,-15,50,60
"YDL171C",18035,18060,15235,16240,15615,14375,13740,13445,13200,14670,12965,10260
"YDL170W",6335,7205,5945,6990,6910,6090,4455,4305,4435,5265,4970,4200
"YDL169C",4195,5005,4965,5085,5090,4570,2725,3620,3340,3830,2885,3320
"YDL168W",12935,14980,12565,13715,13875,14005,11080,10110,10425,12565,11265,10810
"YDL167C",1490,1855,1240,1415,1540,1510,1030,1085,675,1140,950,785
"YDL166C",3010,3250,3210,3340,3635,3365,2755,2850,2775,3055,2105,2680
"YDL165W",6740,7405,7225,7405,7180,7175,5455,5445,5720,6700,5130,5250
"YDL164C",5740,6280,4545,5045,5110,4980,4105,4075,3530,4235,3735,3855
"YDL163W",5,30,15,35,55,40,45,5,15,10,35,60
"YDL162C",90,-25,70,40,70,35,55,50,70,65,50,35
"YDL161W",14135,13940,13605,14205,14910,12845,11150,10975,10260,13300,8745,11300
"YDL160C-A",2080,2570,2550,2840,2540,2785,2240,2030,1800,2150,2085,2200
"YDL160C",10635,9710,9355,9060,9225,7040,11620,11625,10915,12400,9805,8730
"YDL159W-A",85,180,25,190,130,135,100,210,170,185,205,175
"YDL159W",4130,4655,3990,4275,4175,3715,3100,2965,2980,3665,2740,2850
"YDL159C-B",60,35,40,-15,-10,-10,10,70,65,30,55,40
"YDL158C",630,925,725,845,850,720,705,700,685,875,580,660
"YDL157C",6925,9000,7715,9175,8880,9165,6055,6425,6860,7580,6370,6755
"YDL156W",2580,2385,2215,2235,2085,1895,1305,1490,1365,1485,1225,1295
"YDL155W",6045,6190,5775,5845,5850,5475,4300,3920,4520,4805,3340,4540
"YDL154W",650,525,700,580,615,550,1845,1420,1345,2040,1160,1520
"YDL153C",3220,3020,3210,3075,2820,2775,3030,3235,2625,2810,2285,2380
"YDL152W",40,70,-30,65,20,0,30,30,15,25,30,35
"YDL151C",85,65,70,40,45,-15,10,50,20,70,75,30
"YDL150W",1065,1300,1120,1225,1265,1410,890,1110,935,935,785,835
"YDL149W",4570,4900,4080,4070,4575,4115,4110,4415,4440,4775,4215,3885
"YDL148C",2440,2210,2405,1980,2260,1980,1950,1995,1950,1840,1645,1410
"YDL147W",27640,28805,26555,29360,27830,26680,24010,23140,23275,27925,21235,25115
"YDL146W",7320,7645,7040,7595,7580,6705,7885,8095,7990,9725,7585,7730
"YDL145C",47425,50075,41400,42985,41685,40275,46480,46235,45685,49850,45535,38550
"YDL144C",15325,17615,15695,16165,16720,16615,9630,9950,10445,11425,10920,10345
"YDL143W",28875,32725,27925,29080,29000,27840,28235,27935,27980,30505,26870,26370
"YDL142C",7310,7760,7710,7865,7855,7400,5425,5315,5665,6340,5565,5270
"YDL141W",8925,9780,7615,8840,8895,8115,6000,5410,5355,5885,5665,5935
"YDL140C",34000,31815,29135,28920,28850,27690,26105,26150,23560,27475,24745,22180
"YDL139C",1195,1390,1340,1440,1390,1190,820,815,775,1060,615,665
"YDL138W",6805,7660,5920,6515,6595,6505,3690,3480,3535,3915,3435,3330
"YDL137W",44160,56860,45190,53720,51545,54745,39115,36250,41675,46065,33090,43105
"YDL136W",64075,75485,65625,73295,72115,77720,78945,80175,82545,92990,67065,79595
"YDL135C",10500,11655,10640,11920,12070,11235,8010,8605,8635,10190,7475,8405
"YDL134C",22275,24415,22445,24285,21665,23070,24265,22880,24160,27270,21440,22935
"YDL133C-A",28025,31445,32655,36475,32090,38165,37565,39925,38105,44165,34940,40840
"YDL133W",5845,6185,5645,7170,6420,5845,4680,5115,5235,5520,4855,5205
"YDL132W",18385,18485,15485,17400,16925,15770,16725,15725,16425,18110,15595,15525
"YDL131W",30240,35210,31790,32125,31955,31270,20925,18825,19775,21240,19650,19625
"YDL130W-A",9770,12300,9900,11450,12260,11775,11555,12830,13785,15730,10690,14315
"YDL130W",103965,122855,106990,113765,115705,117715,126450,137425,128235,141455,133795,118360
"YDL129W",1460,1505,1335,1405,1765,1225,1410,1630,1420,1455,1555,1250
"YDL128W",27845,31015,24885,26745,26800,24195,25860,25110,26830,26980,27170,22020
"YDL127W",3400,3830,3335,3395,4160,3325,2270,1935,2370,2440,2000,2110
"YDL126C",138915,146740,125865,130010,129740,120890,128640,117665,120180,136875,120155,113975
"YDL125C",43755,51630,44315,50915,51285,53515,41065,43480,43235,47100,41865,41180
"YDL124W",35045,37675,35320,36710,37375,36780,78565,72735,75690,88230,73525,76785
"YDL123W",6865,7350,6545,7075,7055,7130,5095,4830,5010,5295,5625,5345
"YDL122W",8670,8715,7730,7735,7720,7770,6445,6185,6665,7060,6320,5915
"YDL121C",9415,10750,9605,11485,10375,11320,7185,6760,7425,8395,6845,7210
"YDL120W",7490,8605,7850,8390,7970,8310,8220,7555,7395,8475,6305,7450
"YDL119C",2855,3680,3405,3320,3025,3315,2350,2240,2570,2620,2205,2365
"YDL118W",360,390,375,355,240,290,90,165,195,155,175,210
"YDL117W",9230,9350,8590,8685,8235,7170,5475,4805,5390,6070,4670,4605
"YDL116W",10340,9800,8640,9540,9365,8810,6180,5620,6125,6810,5415,5730
"YDL115C",5020,4410,5325,5380,4835,4395,3900,4255,4505,4585,3090,3960
"YDL114W-A",45,15,25,35,40,-15,15,-5,20,55,5,30
"YDL114W",140,60,140,100,145,115,170,135,40,85,30,100
"YDL113C",9570,9735,9635,8705,9060,8320,7780,8085,7855,9400,6795,7190
"YDL112W",4085,4315,3625,3630,3370,3415,3325,2590,2310,2745,2470,2615
"YDL111C",5995,6525,5940,6495,6255,5825,4730,4260,4230,5405,4330,4285
"YDL110C",15735,17655,16880,18135,19215,17785,18575,20170,22255,24330,15455,22145
"YDL109C",2365,2400,2335,2420,2450,2270,1510,1800,1730,1775,1820,1660
"YDL108W",3790,4320,3785,4080,3875,4435,3260,3120,3000,3645,2835,3420
"YDL107W",2400,2520,2510,2645,2510,2340,2110,2435,2185,2670,1725,2305
"YDL106C",6545,7475,7165,6610,6560,5880,5520,5225,5215,5635,4895,4565
"YDL105W",1185,1540,1830,1485,1705,1365,1095,940,1000,1060,770,965
"YDL104C",2130,2325,2310,2175,2475,2000,1805,1755,1725,2130,1970,1660
"YDL103C",10330,10755,9190,10305,10185,10080,7805,7570,8145,8500,7025,7505
"YDL102W",3785,4145,3555,3885,3465,3140,2470,2705,2505,2785,2565,2035
"YDL101C",2570,2965,2100,2700,2505,2575,1805,1750,1955,2205,1490,2185
"YDL100C",44130,49855,43070,46755,46275,44200,36720,32805,34110,39210,32285,33905
"YDL099W",5755,6455,5950,6320,6260,5990,4290,5040,5625,5885,3245,5615
"YDL098C",1580,1485,1705,1840,1585,1790,1080,1105,950,990,710,1090
"YDL097C",34960,36200,34295,35675,36785,34365,28830,27125,26220,30730,25480,27650
"YDL096C",75,-30,0,-5,40,15,20,10,60,0,-20,35
"YDL095W",28190,31095,25370,26135,25025,25230,26220,25990,24870,27785,24485,20845
"YDL094C",85,35,60,60,115,95,90,110,75,105,125,130
"YDL093W",7635,8220,6855,7480,7330,6255,5665,5690,6055,6090,5645,4805
"YDL092W",6765,8220,7505,8120,7820,7580,6760,7820,7240,8530,5710,7500
"YDL091C",9310,9645,9365,9180,9270,8825,8335,8120,8530,9825,7850,8835
"YDL090C",7945,8315,8235,8145,8885,7680,4975,4935,4890,5385,5040,4740
"YDL089W",5710,6310,5705,5565,6220,5030,6300,6270,6850,7475,6030,6465
"YDL088C",7585,7900,7380,7315,7910,7055,7015,6855,6325,7380,6060,6190
"YDL087C",3850,4240,3965,3810,4020,3785,2460,2700,2120,2620,2420,2385
"YDL086W",6850,8125,6725,7295,8320,7395,5715,5945,6275,7430,6275,5830
"YDL086C-A",25,15,20,30,-15,10,35,45,-10,30,45,20
"YDL085C-A",3535,4125,3730,4110,3745,3745,3105,2920,3210,3195,2770,3065
"YDL085W",4500,4590,4515,4605,4785,4425,4300,4205,4975,5365,4255,4010
"YDL084W",64050,71690,62100,67540,62495,61920,65430,61515,67205,72420,58105,62315
"YDL083C",84895,105725,92820,103435,103110,107940,127660,118620,116785,131480,121665,120595
"YDL082W",68625,77750,72750,77625,74520,75445,85060,84035,83070,90605,79835,76530
"YDL081C",128860,141460,128605,144130,130520,137185,164075,172235,169235,180340,175990,163025
"YDL080C",7740,8670,7850,7620,8000,7170,5785,5485,5160,6410,5170,5710
"YDL079C",10775,11115,10590,10885,11145,9890,24110,25540,26000,28860,23835,22510
"YDL078C",36965,41340,36715,39135,41125,37720,34445,34170,37320,40975,34350,37495
"YDL077C",5420,5685,5120,5585,4970,4620,3790,4120,3500,3985,3515,3285
"YDL076C",8510,9555,8240,9590,9965,9515,7510,7370,7830,9065,7560,7370
"YDL075W",74235,88140,80655,85090,87380,88185,101915,110200,111830,122600,91485,103370
"snR63",1550,2265,1590,1750,2180,1990,1715,1830,2130,1890,1875,1705
"YDL074C",7875,7635,7250,7735,7445,7325,4830,5030,4500,5730,4090,4835
"YDL073W",8050,9385,7520,8960,8575,8300,5290,5130,5660,5865,5260,5265
"YDL072C",77850,90635,80165,85300,90625,85735,74550,77605,76625,87305,78655,72475
"YDL071C",515,470,505,500,585,515,360,355,400,365,345,335
"YDL070W",11860,12525,11820,12605,12460,10640,13685,15650,14955,16740,12650,13760
"YDL069C",555,855,815,880,815,790,590,650,600,730,500,690
"YDL068W",130,45,80,70,185,120,75,85,45,35,40,85
"YDL067C",19000,22210,18890,20440,21465,22245,16845,17670,19075,19960,16690,18105
"YDL066W",15615,17725,14730,15610,14625,14105,16615,14635,15775,17335,14635,14815
"YDL065C",4240,4675,3940,4475,4525,3855,2540,3375,2990,3770,2130,3465
"YDL064W",7665,9165,7955,9235,8570,9365,7940,7330,7640,8850,7575,8555
"YDL063C",1205,1345,1260,1070,1130,1165,760,740,830,670,725,550
"YDL062W",70,5,70,20,5,55,10,15,65,-5,20,10
"YDL061C",78780,93970,82515,92120,95595,102365,114980,121135,117320,128260,125075,115185
"YDL060W",2745,3210,3105,2865,2665,2445,2490,2480,2225,2500,2035,1925
"YDL059C",1840,1910,2180,2120,2030,1980,1320,1220,1470,1055,1225,1285
"YDL058W",6075,6340,5290,5640,5745,5550,3635,3920,3655,4160,3435,3505
"YDL057W",3760,4155,3820,3700,4185,4040,2485,2415,2415,2955,2385,2635
"YDL056W",5240,4970,4295,4585,4360,4030,3350,3225,3245,3595,2690,3325
"YDL055C",151775,173425,149705,159745,149575,148085,203415,190430,206495,215925,180650,177730
"tK(UUU)D",90,110,90,65,150,70,160,230,185,265,235,140
"YDL054C",15555,18510,14445,15985,17150,15905,11985,11385,13400,13335,11995,10390
"YDL053C",6340,7130,6415,6595,6755,6400,5820,5565,6240,6280,5675,5590
"YDL052C",14395,16680,15055,16745,15580,16155,15600,16690,16600,17470,15590,16045
"YDL051W",6990,8510,8215,7895,8435,8105,7815,8000,7790,8310,7325,6955
"YDL050C",-20,15,60,55,25,15,35,25,25,25,15,65
"YDL049C",3055,3515,2640,3000,2890,2855,1500,1545,1530,1410,1170,1220
"YDL048C",16420,15910,16415,15595,16240,15170,16435,18305,14475,17060,16905,12190
"YDL047W",19345,20635,19080,19110,20180,18780,11230,12655,12105,13620,12065,11925
"YDL046W",70305,82220,68385,75935,83650,81840,73875,71025,78195,83560,76540,74560
"YDL045W-A",4645,5200,4715,5240,5100,5700,4205,4050,4440,4995,3720,4510
"YDL045C",8715,9750,8635,9715,9795,9250,7400,6750,8040,8990,6695,6825
"YDL044C",2205,2305,1950,2095,2375,2070,1360,1395,1410,1435,1065,1540
"YDL043C",2155,2185,2450,2430,2000,2175,1660,1615,1835,1985,1535,2065
"YDL042C",2750,2550,2430,2565,2310,2185,1720,1920,2065,2190,1955,2000
"YDL041W",25,25,70,15,45,10,50,35,45,75,50,65
"YDL040C",18900,18880,17450,17470,17030,15935,16485,14700,14250,15385,14120,13020
"YDL039C",4720,4125,4605,3775,4575,3730,4910,5120,3735,4720,3975,3030
"YDL037C",1175,1130,1135,1015,1235,1055,1840,1700,1140,1410,1455,1025
"YDL036C",3745,4010,3565,3665,3610,3570,1520,1860,1465,1845,1425,1640
"YDL035C",11865,11880,11140,10520,11320,10245,7685,8305,8040,9465,7450,6625
"YDL034W",110,190,155,70,20,80,145,70,80,90,75,65
"YDL033C",1595,1745,1635,1660,1610,1495,1385,1550,1285,1630,1235,1285
"YDL032W",-10,0,20,25,70,15,-5,15,50,35,45,75
"YDL031W",2870,3090,2710,2845,2885,2860,1960,2035,2125,2455,1705,1690
"YDL030W",3195,3770,3690,3740,3630,3695,2195,2430,2120,2795,2145,2095
"YDL029W",47660,55840,48025,50685,53095,51565,43420,40620,42685,50005,41245,44525
"YDL028C",4465,3805,3550,4095,3990,3785,2895,2455,2455,3285,2470,2800
"YDL027C",9755,11420,9415,10295,10725,9405,9865,9535,10000,11360,9075,9550
"YDL026W",35,0,40,50,25,55,10,5,65,20,60,30
"YDL025C",13045,13100,11515,12210,11840,11220,12410,11945,11700,13315,12155,10290
"YDL025W-A",45,30,-15,-5,20,25,50,5,-5,15,50,35
"YDL024C",1565,1470,1575,1505,1730,1310,670,975,800,1110,865,915
"YDL022C-A",75,70,5,60,110,-5,-5,20,10,80,60,70
"tA(AGC)D",0,10,55,70,30,60,-10,60,-10,30,30,25
"YDL023C",255,140,210,200,165,225,115,65,60,45,75,80
"YDL022W",27160,27270,27280,27395,27875,26505,79475,80985,77575,86360,77565,75650
"YDL021W",5550,5405,6255,6035,5950,5795,3950,4050,4475,4755,3460,3935
"YDL020C",11525,12375,12165,12985,12705,10790,10145,10855,10955,12780,10270,10375
"YDL019C",14555,14420,13440,12505,12160,11690,17275,16965,16550,18050,16175,14575
"YDL018C",5040,6205,5035,6025,5575,6120,4825,4635,5350,5660,5020,5095
"YDL017W",4505,4700,4670,4125,4515,3835,2560,2460,2625,2955,2185,2480
"YDL016C",2025,2325,2065,2080,2030,2200,2560,2525,2510,2725,2380,2230
"YDL015C",51305,58770,51580,52820,53315,54710,62375,61445,63045,66035,63755,56555
"YDL014W",20355,23775,20015,23235,20595,21715,28730,30130,27470,28380,29140,26930
"YDL013W",6460,6975,6765,6585,6550,5865,3995,4405,3825,4695,3675,3995
"YDL012C",8220,9265,9295,9125,9525,9415,7370,7840,7260,7850,7235,6870
"YDL011C",45,70,-10,60,45,30,25,50,-5,60,60,10
"YDL010W",1765,2225,1890,2280,1880,1955,1220,1245,1190,1300,1040,1120
"YDL009C",635,640,620,820,755,605,345,415,430,380,260,330
"YDL008W",3745,3940,4190,4480,4515,4025,3495,3205,3495,3815,2905,3250
"tT(AGU)D",5,45,75,-15,55,45,5,25,45,5,70,50
"YDL007C-A",50,40,45,70,50,0,45,25,15,20,10,0
"tS(AGA)D1",-25,10,-25,50,85,50,60,35,30,85,-40,-25
"YDL007W",43050,46050,40460,44060,44210,40695,31260,31250,32450,36830,27125,32645
"YDL006W",3320,3750,4140,4455,4135,4005,3390,3270,3345,3985,2910,3515
"YDL005C",6955,7940,6375,7440,8110,6545,5265,5745,6025,6570,4420,5705
"YDL004W",21715,24850,22755,24705,25015,24745,21710,20650,24005,27055,19480,24655
"YDL003W",2745,4090,2795,2960,3165,3245,1265,1285,1530,1750,1060,1200
"YDL002C",4625,4855,5030,5265,5125,4900,3360,3740,3295,4650,2680,3505
"YDL001W",2795,3685,3105,3500,3425,3355,1690,1655,1640,2230,1770,1755
"YDR001C",29750,28505,27190,26610,25810,25335,46495,43875,45115,50260,43445,42730
"YDR002W",38750,44165,39695,44120,42110,42265,36930,39455,39660,43750,31470,36730
"YDR003W",10055,12215,10760,11400,12005,11030,10015,9635,10025,11175,9320,9735
"YDR003W-A",2805,3285,2785,2870,3290,2950,2330,2595,2690,2665,2135,2570
"YDR004W",6150,7170,6160,7265,7125,6780,4635,4675,4345,5415,4610,4315
"YDR005C",9160,9905,8595,9610,9800,9440,9135,9755,10425,12630,8395,10140
"YDR006C",12945,12415,12175,11960,11185,10780,7750,8280,7480,8510,7740,6385
"YDR007W",5590,7160,6175,7125,7080,6890,4775,4350,4945,5530,4545,4600
"YDR008C",35,0,60,35,-25,15,50,55,15,25,65,40
"YDR009W",4255,4330,4200,4445,4585,3990,2265,1725,2315,2420,2130,2080
"YDR010C",925,1000,855,965,980,945,375,305,265,320,225,245
"YDR011W",18475,19505,16625,17540,16310,15080,21640,21345,21365,23645,20145,18015
"YDR012W",199960,214260,189490,198485,192705,194160,233280,233895,210640,237945,245565,186075
"YDR013W",2505,2905,2570,3305,2775,2790,1805,1670,1925,2355,1695,1895
"YDR014W",2055,2250,1965,2065,2110,1980,1180,1295,1265,1655,1100,1115
"YDR014W-A",225,145,180,165,185,175,120,85,85,100,145,100
"YDR015C",35,15,20,-20,55,15,-5,0,10,40,10,0
"YDR016C",3540,4405,4270,5110,4635,4715,4195,4000,4665,5015,3735,4730
"YDR017C",8540,8585,8120,7975,7595,7460,6410,6300,6485,6900,5485,5930
"YDR018C",5360,5805,5140,5850,6205,5690,3050,3300,3455,3940,3320,3165
"YDR019C",3705,4325,3590,3840,4305,4075,8910,6870,9570,9015,6815,10950
"YDR020C",1550,2000,1570,1845,1850,1585,950,1010,1045,1195,1235,1050
"YDR021W",445,580,585,485,395,425,185,235,290,290,205,190
"YDR022C",3335,3540,3635,3750,4135,3880,1995,1585,2070,2220,1525,2090
"tV(UAC)D",100,65,40,45,40,-10,35,65,15,25,50,70
"YDR023W",57280,64815,56850,59060,58345,57865,61550,58930,61075,67955,55495,56230
"YDR024W",200,170,175,210,210,215,195,185,195,285,225,215
"YDR025W",77895,94315,83895,87490,93190,91120,103825,98620,95800,106000,100310,99255
"YDR026C",3655,3850,3765,4055,3895,3570,2045,2175,2090,2585,1630,2040
"YDR027C",8565,8165,8205,7865,8265,6880,6230,5670,6180,7350,5780,5815
"YDR028C",18625,16345,16100,16960,14750,14900,13520,13550,13750,15075,12475,12445
"YDR029W",1015,1130,960,1055,880,805,980,935,925,1065,940,945
"YDR030C",1720,1630,1715,1825,1810,1390,1660,1705,1555,1895,1570,1365
"YDR031W",2075,2305,2590,2915,2825,2540,2475,2190,2550,2935,2230,2675
"YDR032C",54820,65890,54370,61100,63275,64000,52480,53460,59525,63265,53550,54070
"YDR033W",16770,19620,17000,17340,17725,17070,199170,201195,192075,206580,195075,155065
"YDR034C",7535,8030,7215,7980,7375,6460,5480,5530,5075,6135,5245,4745
"YDR034C-D",4060,3860,3610,3870,3585,3345,6050,6760,5440,6760,5475,5200
"YDR034C-C",55,15,-15,85,15,25,35,-5,45,20,5,20
"tL(UAA)D",65,25,-10,-20,50,20,-15,35,60,30,-35,10
"YDR034C-A",115,130,80,110,180,135,80,135,110,40,65,70
"tQ(UUG)D1",-15,50,25,25,85,15,45,-10,55,50,55,30
"YDR034W-B",2135,2140,1930,1970,2185,2065,2680,3105,3425,3595,3170,3090
"YDR035W",40355,46050,41300,42560,40795,38960,39190,37105,37455,42350,35935,36105
"YDR036C",7400,7290,6930,7185,7485,6890,6595,6105,6535,7415,6330,5840
"YDR037W",86540,94660,82105,88545,79155,81070,89125,81170,81325,87735,74115,75680
"YDR038C",8760,8785,8105,7650,7785,7175,8670,8740,8240,8985,8470,6755
"YDR039C",10255,10325,9440,9900,8650,8175,11105,10345,9665,11440,10085,8865
"YDR040C",9590,9455,8810,9305,8440,7895,10310,10370,9905,10805,9850,8440
"YDR041W",8550,10075,9370,9975,9645,9950,7300,7720,8550,9555,6815,7830
"YDR042C",360,450,465,355,480,470,235,185,260,340,215,255
"snR47",365,460,325,460,400,490,315,375,460,460,365,525
"YDR043C",2295,2590,2485,2520,2485,2290,2540,3060,2690,2850,2410,2240
"YDR044W",14160,15665,13515,14125,14170,13815,19335,17370,17945,18970,16085,16890
"YDR045C",2670,3405,3130,3125,3130,3175,2115,2120,2225,2655,2050,2130
"YDR046C",19320,22220,19405,20215,21155,18505,22370,22905,23285,24350,24740,19055
"YDR047W",17875,20725,18135,18080,19250,18155,13520,13080,13660,15245,13745,12765
"YDR048C",40,-25,25,50,20,60,55,95,30,85,60,10
"YDR049W",3840,3855,3620,3985,3660,3755,2005,1980,2305,2745,1795,2340
"YDR050C",637545,750550,657040,717510,710645,722505,662310,666165,673255,767510,645830,662360
"YDR051C",5510,6055,5745,6320,5235,5740,3860,3760,4125,4260,3125,3685
"YDR052C",7840,7410,6740,7270,7225,6620,3350,4150,3775,4000,3415,3910
"YDR053W",100,105,120,135,195,135,130,65,50,135,95,130
"YDR054C",18705,19725,19530,20005,19840,18290,12650,12520,13635,14880,12215,12990
"YDR055W",17885,18725,17435,18530,19390,17485,63085,60525,61695,70150,58025,57215
"YDR056C",12665,15190,12995,14935,14455,14660,12770,12655,13860,14725,11025,12635
"YDR057W",5590,5885,5005,5645,5135,4660,4610,4195,4385,5280,4250,3565
"YDR058C",3115,3370,3100,3335,2990,3750,2210,2310,2500,3160,1965,2670
"tR(UCU)D",30,30,0,30,30,30,55,40,85,35,0,25
"tD(GUC)D",45,40,80,25,-40,5,85,45,-25,40,60,45
