"","A.t1_rep2","A.t2_rep2","A.t3_rep2","A.t4_rep2","A.t5_rep2","A.t6_rep2","B.t1_rep2","B.t2_rep2","B.t3_rep2","B.t4_rep2","B.t5_rep2","B.t6_rep2"
"YGL059W",7430,7705,7015,7875,7590,6995,6285,6900,6195,7835,5780,5580
"YGL058W",5370,6860,6310,6985,6670,7205,4475,4950,4860,5630,4450,5040
"YGL057C",1705,1645,1425,1600,1390,1615,1140,765,1055,1070,835,1185
"YGL056C",10555,11115,10095,10335,10120,9370,7045,6530,7165,7790,6535,6500
"YGL055W",135065,149465,131230,135655,136780,127145,149960,151445,152445,155735,143855,120805
"YGL054C",17815,20790,18705,21575,20515,22170,18525,19280,20215,22460,18145,20025
"tE(UUC)G2",50,55,65,40,25,30,25,45,20,-10,20,60
"YGL053W",9795,10940,10700,11150,11690,10380,10215,9230,8815,11190,8605,8815
"YGL052W",760,735,810,890,930,740,830,895,845,870,680,910
"YGL051W",2620,2835,2595,2925,3065,2725,2110,2225,2380,2920,2210,2050
"tR(UCU)G1",15,50,50,75,40,30,20,55,60,0,-10,25
"YGL050W",2800,3280,3045,3200,2820,2775,2475,2360,2435,3035,2110,2445
"YGL049C",11615,11285,11030,10880,10120,10060,9835,9595,10165,9695,8485,8970
"YGL048C",45090,50155,45365,47045,46915,45265,39685,38110,40590,43455,35930,37745
"YGL047W",8970,10695,9340,9790,10980,10890,6860,6315,7130,8365,5415,7445
"tV(AAC)G1",10,25,70,-5,25,0,-10,60,45,-10,15,85
"YGL045W",5530,5515,5985,5525,5160,4630,4425,5160,4155,4720,4555,3630
"YGL044C",3425,3795,3570,3695,3810,3740,3065,2915,3480,3375,2705,3355
"YGL043W",5155,5790,5220,5535,5175,4765,4220,4160,3920,4215,3545,3635
"YGL042C",770,790,670,850,520,605,490,645,670,560,450,480
"YGL041C-B",110,40,70,65,30,40,100,100,90,40,45,70
"YGL041W-A",590,600,730,755,635,790,585,570,520,580,380,495
"YGL041C",10,-20,40,15,45,50,10,25,45,0,20,45
"YGL040C",17965,19380,17695,18390,17960,18010,22555,20845,22920,24295,21415,22315
"tL(CAA)G2",25,50,-20,35,30,5,15,70,55,40,20,15
"YGL039W",9835,11945,9295,11285,10520,10595,8775,7490,8240,9080,7165,7905
"YGL038C",13580,15200,13415,13385,13615,13885,11550,11165,12120,12225,12250,10800
"YGL037C",94440,108680,103075,104985,112275,104865,137930,136425,148625,171810,123520,148095
"YGL036W",24465,25335,24170,23635,24285,21340,18005,17115,17060,19545,17570,17095
"YGL035C",24855,27085,23875,24255,27635,22345,13695,14670,15040,17205,12585,12715
"YGL034C",940,1135,1025,1005,1085,965,130,185,105,115,150,85
"YGL033W",395,455,365,505,520,545,360,310,345,320,245,290
"YGL032C",3000,3705,2955,3855,3865,3670,12420,15605,15290,15950,13485,13705
"YGL031C",79530,94495,83210,92105,91470,90885,112420,109740,111350,125540,98005,109710
"YGL030W",141350,167785,154110,172200,164850,181455,194760,192990,194000,216625,209740,192890
"YGL029W",575,950,410,430,535,415,335,1225,1140,530,355,480
"tF(GAA)G",20,25,15,25,45,-20,15,25,70,15,60,40
"YGL028C",12410,13040,12055,11300,12205,11405,28410,29070,28860,31935,29275,21905
"YGL027C",18545,18995,16595,17645,17520,17195,13380,12320,11980,13655,12465,10715
"YGL026C",52055,58160,45265,51940,48825,48025,41680,35650,37800,42135,38690,34880
"YGL025C",3495,3985,3530,3845,3400,3205,2285,2395,2290,2600,2055,1930
"YGL024W",65,40,115,75,25,75,5,100,70,30,35,60
"YGL023C",12450,13600,11485,12690,13040,12050,7000,7280,7020,7745,6870,6275
"YGL022W",44475,49245,39105,42100,41445,39550,35500,33285,33500,34520,32780,28575
"YGL021W",9805,10860,8315,9655,9660,9535,6645,5070,6505,6835,5160,6655
"YGL020C",11450,13645,11425,12145,12365,12860,10800,10950,11220,12410,10180,10015
"YGL019W",18620,20200,18560,19540,18470,18415,15675,16845,16430,18585,15815,16190
"YGL018C",2165,2725,2440,2845,2810,2810,2030,2165,1970,2210,1590,1865
"YGL017W",6855,7230,7245,7010,7440,6760,5005,4700,4520,5320,5040,5025
"YGL016W",3565,3580,3260,3490,3095,3000,3195,2960,2695,3015,2590,2635
"YGL015C",110,160,100,175,120,90,95,25,115,60,130,55
"YGL014W",14130,14610,13155,13720,14020,13240,10575,9840,10185,10580,9680,9005
"YGL014C-A",0,-10,5,40,20,25,15,15,45,5,5,25
"YGL013C",7425,8235,7145,7050,6995,6470,3670,3835,3815,4220,3255,3620
"YGL012W",69250,77895,66005,70100,68630,65860,56975,53375,55170,59675,58620,48865
"YGL011C",37335,42605,39070,41580,40825,41040,32215,30460,30815,35965,28025,31580
"YGL010W",6505,7630,6770,7050,7280,7775,8150,9440,9370,10070,8995,7555
"YGL009C",93820,100635,87260,88050,84945,80480,67755,63505,60190,66310,62970,54315
"YGL008C",316040,311005,259050,267645,254625,243505,419530,410185,369820,398555,398725,281195
"YGL007C-A",735,685,505,590,550,560,145,110,115,200,110,140
"YGL007W",675,580,550,455,635,555,315,275,210,355,260,215
"YGL006W-A",595,515,610,535,675,530,300,435,305,495,425,320
"YGL006W",20215,20910,19120,19390,19180,19165,24045,25655,24750,28340,24300,20470
"YGL005C",4420,5000,4740,5255,5560,5130,3325,3490,3475,4265,3225,3280
"YGL004C",7335,7865,7630,8740,8260,8165,4795,5330,5505,6240,5255,5710
"YGL003C",11150,10970,10605,11020,10450,10565,6850,6525,6715,7695,7030,6380
"YGL002W",11385,13285,12160,12960,13415,12910,10505,10500,10655,11570,10095,9800
"YGL001C",18275,21355,17555,19645,19680,18885,16870,16025,18035,20200,15700,16740
"YGR001C",6765,8055,7345,8045,7750,7480,6685,7270,7180,8285,6690,6640
"YGR002C",4915,5325,5395,5395,5360,5315,3180,3570,3700,4165,3205,3630
"YGR003W",2630,2435,2680,2675,2670,2215,1600,1610,1225,1735,1365,1350
"YGR004W",3480,4275,3620,4045,4105,3680,3005,2480,3150,3100,2475,2565
"YGR005C",8105,8535,7900,8375,8180,8295,5750,6440,6575,7575,4905,6155
"YGR006W",2105,2300,2230,2470,2565,2405,1395,1495,1750,1695,1545,1355
"YGR007W",12555,13960,12440,12830,13720,13930,7720,8700,8390,9955,8535,9000
"YGR008C",24290,25310,25150,26355,27335,26900,75555,81680,88685,98545,65600,86765
"YGR009C",12440,13355,11935,12700,12070,11580,6805,7445,7200,8225,6510,6720
"YGR010W",8250,8975,7735,8040,8665,7360,4865,4905,4865,6045,5170,5275
"YGR011W",595,640,625,635,500,580,405,350,395,580,295,390
"YGR012W",7050,8335,7350,7865,8505,7430,4880,5075,4605,5725,4915,4570
"YGR013W",6785,7070,6845,6470,6760,6350,4425,4205,4220,4725,3440,3750
"YGR014W",13900,14715,11335,12055,11810,12040,13495,12580,12680,13150,11785,11205
"YGR015C",3510,4105,4225,4070,4005,3585,2630,2740,2965,3245,2605,2605
"YGR016W",2060,2335,2000,2135,2325,2130,1285,1390,1320,1455,1085,1290
"YGR017W",5905,7185,7215,7220,6585,6045,6535,6090,6775,7320,4705,6235
"YGR018C",110,135,130,95,75,100,115,90,110,160,40,95
"YGR019W",26790,27835,27585,26515,29680,25275,28525,29770,29520,35180,28335,28640
"YGR020C",23505,28360,25365,27860,28820,28630,25655,26160,27605,30490,24385,26570
"YGR021W",3980,4635,4520,4715,4895,4085,4115,5160,4840,5450,3595,4125
"YGR022C",90,80,75,95,70,20,75,65,65,70,110,35
"YGR023W",10770,9735,10775,9165,9615,8120,6745,7515,6555,7465,7345,4675
"tD(GUC)G1",70,45,25,20,45,15,70,105,115,70,45,35
"YGR024C",7270,7675,7435,8220,8845,8770,6365,6110,6860,7245,6355,6625
"YGR025W",2080,2375,1900,2260,2685,2410,2040,1695,2225,2225,2250,1970
"YGR026W",26280,30310,25510,28310,28485,28110,27235,25970,28285,31685,26825,25965
"YGR027C",110285,131475,117930,134245,128715,137615,150845,148385,148760,169625,137670,147960
"YGR027W-A",0,0,65,30,20,70,55,55,-5,40,70,35
"YGR027W-B",5485,5545,4640,5100,4720,4370,25115,25900,22525,27140,22945,20650
"tE(UUC)G3",20,20,-20,-5,30,35,95,30,40,30,30,25
"YGR028W",9430,10345,10625,10790,10255,9570,8160,8280,7965,9595,8145,8335
"YGR029W",5725,5980,5880,6380,6320,6110,4530,4515,4490,4870,4010,4040
"tD(GUC)G2",50,65,95,45,80,80,75,65,5,85,65,80
"snR46",1135,1325,1075,1025,1300,1315,640,705,860,950,720,500
"YGR030C",1770,1885,2005,2415,2115,2095,1500,1270,1475,1605,1390,1445
"YGR031W",7885,7815,7785,7480,8675,7490,4645,4655,4950,5595,5155,4820
"YGR031C-A",5,30,40,45,45,55,95,15,35,-15,30,35
"YGR032W",16320,14785,13570,13145,12725,11940,20220,20570,18205,21600,20835,14950
"YGR033C",10735,11785,10420,10720,11105,10995,7845,7895,8030,9785,7585,8025
"YGR034W",82190,102400,92590,106720,96635,107040,119165,119485,118070,134665,118690,117720
"YGR035C",380,530,540,515,630,545,1120,1225,1240,1330,900,1250
"YGR035W-A",1155,1235,955,1195,1150,1120,1260,1175,1225,1325,885,1235
"YGR036C",8505,9005,8915,9065,8945,8925,6970,6730,7355,8610,7080,6635
"YGR037C",41090,53960,45040,47250,51835,54020,41705,42710,45800,48235,40950,43825
"YGR038W",8210,9475,8355,8545,8640,8710,9125,8630,9290,10105,9315,8155
"tS(AGA)G",35,25,75,5,20,20,-40,60,15,10,100,25
"YGR038C-B",6710,6470,5490,5995,5485,5305,23365,24555,21745,25670,22010,20085
"YGR038C-A",-20,15,10,20,50,0,65,-35,30,20,40,55
"YGR039W",555,690,455,620,565,665,460,545,470,690,485,410
"YGR040W",4030,4465,3885,4135,4245,4105,2830,2280,2880,3050,2490,2470
"YGR041W",6045,6650,6500,6115,6305,5745,5995,5965,5930,6410,6300,5555
"YGR042W",4645,5020,4105,4510,4280,4330,2865,3075,2820,3435,2655,2835
"YGR043C",5760,6130,6160,5815,6445,6015,9390,9055,10870,11360,8400,9020
"YGR044C",6005,6410,6000,5775,6380,5450,12535,12265,12165,13955,11330,11545
"YGR045C",405,550,600,685,655,580,370,445,445,485,285,470
"YGR046W",11685,13145,12060,12800,13105,11835,8650,8330,8360,9030,8180,8125
"YGR047C",3830,4120,3765,3775,3400,3650,1800,1805,1630,2070,1935,1860
"YGR048W",10585,13320,11915,12995,12915,12110,8750,9115,9780,10635,8705,10120
"YGR049W",4075,4600,4045,4710,5025,4685,2500,2445,2300,2700,2345,2420
"YGR050C",3115,3360,3275,3285,3815,3650,875,1025,1060,1200,840,950
"YGR051C",4370,5165,4345,5040,5145,5355,530,780,505,700,610,565
"YGR052W",3325,3570,3910,3635,3295,3565,3365,3855,3415,3710,3140,2670
"YGR053C",1010,1045,1070,1165,965,1200,1015,1245,935,1200,895,990
"YGR054W",22700,25550,21040,22135,21650,20905,22875,18080,20050,23325,18775,19245
"YGR055W",15910,19695,14665,17295,16860,16815,23905,23155,26330,26545,24745,22525
"YGR056W",6965,6575,6335,6145,5950,6035,4030,3925,3575,4200,3790,3725
"YGR057C",3030,2920,3025,3000,3170,3055,2295,2395,2095,2975,2135,2270
"YGR058W",3185,3860,3390,3115,3495,3335,1755,1960,2105,2290,1715,2080
"YGR059W",565,410,470,720,585,645,410,275,260,425,170,195
"snR48",230,290,250,365,270,280,215,405,420,235,215,385
"YGR060W",42050,46740,40460,42115,43505,41715,28665,27575,27370,30050,27815,23870
"YGR061C",25765,27515,21540,23370,22365,22355,23055,19130,21755,22610,19105,20225
"YGR062C",5240,5355,5615,5280,5440,5330,4260,4965,4700,5200,4485,4440
"YGR063C",855,1255,945,1135,1050,960,955,910,880,1040,980,900
"YGR064W",40,105,-15,95,65,40,45,80,55,65,115,30
"YGR065C",6135,6540,5540,6140,6280,6050,5300,4730,5310,5575,4900,4685
"YGR066C",1330,1320,1240,1250,965,1230,1505,1535,1815,2045,1395,1495
"YGR067C",6145,6365,6505,5980,7050,6005,3375,4310,3480,4025,3585,3330
"YGR068C",2850,2925,2795,2785,2965,2330,2180,2425,2045,2090,2275,1955
"YGR068W-A",35,45,20,35,35,60,35,5,25,20,-5,30
"YGR069W",270,295,375,435,230,260,220,155,180,245,185,100
"YGR070W",9605,9190,8915,8890,8650,7930,11095,11515,10985,11940,10780,9655
"YGR071C",3860,4015,3740,3955,3745,3920,3625,3480,3810,4155,3405,3395
"YGR072W",2380,2455,2035,2325,2525,2150,1400,1755,1370,1865,1320,1445
"YGR073C",0,30,70,25,95,-5,-15,35,-25,15,35,35
"YGR074W",655,645,680,750,695,610,610,575,620,490,430,580
"YGR075C",2375,3600,2845,3380,3095,3110,2440,2665,2490,2865,2190,2540
"YGR076C",3820,4325,3675,4145,4300,4235,3570,4020,3740,4545,3020,3895
"YGR077C",12620,13345,12700,12235,13015,11765,10505,10095,9985,10780,9485,8925
"YGR078C",5825,6815,5790,5935,6165,5975,3850,3595,3595,4220,3225,4050
"YGR079W",460,575,595,675,645,775,300,340,425,405,275,345
"YGR080W",12930,13635,13160,13255,14380,12565,11375,11340,11265,12600,10910,11565
"YGR081C",1240,1780,1365,1700,1685,1415,1255,1025,860,1285,755,1430
"YGR082W",12220,14370,12695,13590,14500,14090,17140,15495,17210,18350,17115,16825
"YGR083C",6005,6520,6165,6070,5675,5245,3625,3960,3945,4765,3330,3500
"YGR084C",3870,5160,4460,4990,5185,4735,3690,4365,4290,5385,3445,4675
"YGR085C",59350,69845,63950,69715,68535,70965,70110,74180,72050,81405,62195,70310
"YGR086C",116675,129015,116200,120790,119895,113655,92800,88475,92770,101820,87080,89580
"YGR087C",4375,4335,4190,4225,4110,4055,465,635,450,500,535,565
"YGR088W",9920,9080,9860,8940,9840,7630,33230,34940,33365,37025,34220,28375
"YGR089W",11500,12485,9670,10710,10010,9165,7185,6570,7440,7815,6485,5955
"tT(UGU)G1",40,10,25,-5,30,-5,20,35,60,-5,50,-5
"YGR090W",6385,7755,6510,5900,6270,5425,5130,4305,4870,5645,4405,4185
"YGR091W",3205,3435,3255,3335,3030,3050,1635,2020,2255,2345,1905,2020
"YGR092W",7355,8490,7200,7250,8295,7265,8050,7375,8350,9100,7575,9210
"YGR093W",4090,4190,4240,4215,4240,3720,2630,3080,2955,3190,2555,2620
"YGR094W",62725,66970,56760,59330,57680,53525,62180,58650,56855,61600,56580,49870
"YGR095C",4340,5045,4785,5235,5605,5225,4115,4295,4085,4625,3475,4395
"YGR096W",10795,11805,11060,11700,11960,11150,3730,4200,3830,3995,3895,3170
"YGR097W",37535,36330,31705,32755,31655,29895,23715,21855,20130,24100,21025,18635
"YGR098C",2995,3120,2670,3010,2670,2665,2270,2410,2055,2585,2270,2470
"YGR099W",4430,4810,4330,4565,4210,4305,3495,3020,3530,3930,3045,3295
"YGR100W",13325,14165,12905,13430,13035,12450,10810,10325,10435,11725,9710,9975
"YGR101W",11130,11920,11345,11560,11850,10765,11655,12380,12830,14555,12110,10985
"YGR102C",3375,3585,4010,3990,3505,3495,2940,3035,3135,3875,2895,3205
"YGR103W",10145,10785,10020,9945,9015,8730,12145,14190,12450,14200,11125,11280
"YGR104C",3085,3215,3460,3215,3485,3335,2235,2115,2480,2470,2070,2340
"YGR105W",4940,5945,5210,6085,6105,6285,5815,6395,6155,6680,4980,5920
"YGR106C",46665,55090,45980,54140,52180,55180,50660,48300,51590,55005,51420,49405
"tL(GAG)G",0,25,15,45,60,70,65,20,40,25,10,40
"tK(UUU)G2",20,5,35,80,0,25,35,35,35,35,60,60
"YGR107W",1010,1150,1230,1160,1335,1355,260,265,215,250,240,220
"YGR108W",2160,2620,2340,2855,2640,2215,3040,2955,3785,3480,2515,3190
"YGR109C",240,215,140,340,305,315,270,260,300,300,210,260
"tC(GCA)G",25,5,0,35,70,-5,10,10,15,20,20,55
"YGR109W-A",20,5,50,80,10,-20,80,40,5,20,40,5
"YGR109W-B",8625,8630,8445,7985,8470,7470,6230,6630,6490,6935,6730,6130
"YGR110W",6235,6220,6380,6200,6735,6000,2790,2860,2995,2890,3490,2660
"YGR111W",9890,10560,10020,10475,9920,9620,9660,8615,9215,10915,8300,9175
"YGR112W",5885,5575,5555,5490,5625,5015,5940,6285,5835,7175,6175,5610
"YGR113W",5255,6445,5420,5740,5070,5275,3605,3710,3890,4200,3145,4120
"YGR114C",-5,50,50,-10,5,15,0,20,30,55,10,40
"YGR115C",40,20,25,5,0,35,70,55,10,10,15,20
"YGR116W",12510,13205,11610,12555,10810,11650,11400,10495,11185,12720,9535,9930
"YGR117C",6230,6690,5750,6790,6440,6280,4915,4040,4925,5695,4225,5345
"YGR118W",81385,100005,86185,98545,94765,99640,100135,103250,103385,118600,90610,108470
"YGR119C",13255,14775,13095,13430,14255,13335,9380,10150,10675,10580,9220,8875
"YGR120C",2665,3245,3090,3475,2995,2860,1945,2200,1815,2135,1955,2025
"tN(GUU)G",55,20,25,40,0,40,50,85,-10,85,80,50
"YGR121C",8280,8465,7430,7775,8445,8320,6510,6585,6625,6965,6865,6460
"YGR121W-A",195,295,355,250,365,290,195,330,255,255,235,165
"YGR122W",5900,6250,6165,5590,6075,5205,5150,5040,5115,5690,4685,4655
"YGR122C-A",545,650,545,620,720,500,440,440,500,405,365,305
"tR(UCU)G3",-35,70,60,20,50,65,95,100,145,55,95,60
"YGR123C",1860,2520,1995,2045,1685,1780,2465,2590,2155,2480,2045,1955
"tI(AAU)G",35,65,10,25,70,20,60,80,65,60,55,90
"YGR124W",96540,106610,90965,99165,93980,96570,96250,87050,92165,98530,86335,84730
"YGR125W",9285,9240,9260,8360,8555,8220,7600,7670,7940,7775,7385,6200
"YGR126W",925,870,790,950,1075,765,955,995,730,985,985,815
"YGR127W",5545,6585,5640,6325,6495,6250,6860,6870,7215,8435,6320,6965
"YGR128C",2745,2595,2550,2670,2715,2815,2185,1540,1865,1975,1765,1570
"YGR129W",865,990,885,1020,950,1015,565,610,550,760,410,600
"YGR130C",29010,29315,28625,28265,27165,24810,34470,34260,34155,40435,30895,30640
"YGR131W",1345,1540,1535,1645,1595,1710,1330,1695,1500,1560,1420,1455
"YGR132C",25100,28415,24910,27615,28355,27990,25680,25130,26890,29685,24240,27505
"YGR133W",5050,6090,5185,6055,6225,5660,3935,3800,3920,4250,3805,4005
"YGR134W",5915,5865,5710,5360,5555,5045,3700,3430,3525,3825,3385,3065
"YGR135W",33770,38090,34580,38510,37270,36115,29885,28215,30015,34670,25980,30070
"YGR136W",10835,11420,11175,10725,12000,10375,8480,9555,8365,10050,9185,8385
"YGR137W",1530,1930,1730,2035,1600,1705,1365,1465,1255,1640,1165,1420
"YGR138C",7650,7855,7265,6915,6530,6610,9335,11170,8280,9905,10320,5725
"YGR139W",340,195,455,340,305,215,320,350,255,460,270,285
"YGR140W",3025,3115,2525,2580,2925,2515,1370,1545,1545,1210,1395,1345
"YGR141W",11020,11565,10680,12015,11680,10450,10455,10775,10355,11575,10695,10435
"YGR142W",2415,2105,2730,2010,2145,1860,1950,3390,1955,3995,2620,1570
"tA(AGC)G",50,25,0,60,50,25,35,35,20,-15,60,50
"YGR143W",11035,10440,9820,9535,9490,8055,15060,14670,13535,15090,13800,12165
"tG(UCC)G",-10,60,5,15,55,-5,45,25,50,-5,25,35
"YGR144W",1515,1760,1685,1335,1485,1770,545,870,870,810,715,810
"YGR145W",2675,2885,3025,2515,2160,2470,1975,2605,2140,2530,1885,1850
"YGR146C",16265,17485,17990,17255,17150,16045,7755,8860,7885,9470,8150,6645
"YGR146C-A",465,450,335,345,325,355,230,230,105,195,70,100
"YGR147C",7910,9430,10160,9225,10185,9180,6765,7330,6980,8430,6670,6785
"YGR148C",50775,62710,56755,58055,59700,59870,64245,70065,71490,76570,54445,64765
"YGR149W",13815,15535,13550,13970,14610,13140,15075,14570,14685,17375,14960,14465
"YGR150C",4225,4795,4200,4045,4470,3590,2595,2770,2930,3385,2875,2670
"tA(UGC)G",20,30,-15,30,35,-10,-10,30,5,65,20,10
"YGR151C",20,40,30,50,30,10,40,60,0,35,30,10
"YGR152C",3115,3690,3680,3715,3390,3415,1580,1630,1630,1860,1635,1615
"YGR153W",2095,2375,2445,2405,2745,2310,635,835,695,885,645,790
"YGR154C",2585,2420,2455,2580,2455,2675,2620,2660,3030,3220,2765,2975
"YGR155W",49170,56215,49060,51065,49990,49480,71050,68635,71915,74555,65235,66305
"YGR156W",4070,4300,3310,4225,3985,4070,3185,3275,3575,3820,2795,3510
"YGR157W",13930,16155,12805,13565,12940,12750,22140,20795,20895,22690,20840,20160
"YGR158C",2365,2665,2580,2415,2360,2085,1910,1910,1770,1815,1650,1560
"YGR159C",3685,3940,3850,3755,3505,3765,5805,6255,5525,5615,5880,3735
"YGR160W",65,80,85,55,50,85,35,-20,20,75,50,-10
"YGR161C",26545,26615,27050,27280,26310,23250,6870,7465,6375,7710,6945,5925
"YGR161W-C",10430,11945,10625,12025,12080,12520,5020,5280,5270,6025,4855,5085
"YGR161W-A",55,25,60,20,25,25,50,50,15,40,60,-5
"YGR161W-B",3925,4030,3640,3715,3645,3280,6585,6670,5970,7380,5670,5385
"YGR161C-D",6140,6300,5410,5580,5615,5345,17295,18200,15620,18645,16925,14610
"YGR161C-C",10,-15,10,45,20,30,45,-20,10,35,-10,20
"tV(AAC)G2",25,70,45,90,20,40,25,60,50,20,60,75
"YGR162W",14290,14005,12800,12240,11630,11925,12245,11860,11195,12970,10640,10305
"YGR163W",10080,10890,10690,10790,10130,10465,6945,6685,6320,8220,6435,6635
"YGR164W",50,65,15,45,65,30,115,190,50,85,105,80
"tR(UCU)G2",5,25,55,25,60,20,45,20,50,50,15,40
"YGR165W",7175,8100,7520,8015,8345,8455,6155,6160,6830,7625,6385,6820
"YGR166W",6885,7095,6785,6915,6905,6550,4380,3985,4325,4365,3600,4425
"YGR167W",27370,30995,28055,30475,31060,30400,26640,25745,26430,30615,22900,26305
"YGR168C",3395,3655,3510,3765,3710,3395,3065,3335,3045,4140,3315,3650
"YGR169C",2815,2710,2720,2550,2200,2425,2315,2115,2305,2545,2050,2095
"YGR169C-A",2415,3175,2885,3020,3175,2805,2365,2320,2535,2810,1965,2650
"YGR170W",10565,10450,10280,10585,9905,9040,7110,7930,7555,7980,6875,6605
"YGR171C",3945,4435,4425,4140,4660,3570,3285,3600,3715,4220,3535,3370
"YGR172C",10035,11765,11030,11770,11900,10300,10235,10030,9785,11480,11240,9550
"YGR173W",2455,3120,2865,2765,2855,2635,2415,2505,2530,2615,2370,2070
"tG(GCC)G1",5,75,70,55,60,30,65,115,125,135,115,35
"YGR174C",6840,7750,7415,7620,8150,7330,6615,6930,7375,8600,6025,6790
"YGR174W-A",560,450,495,770,590,565,715,760,740,685,670,660
"YGR175C",29820,35230,26865,30945,29440,29670,22260,20225,20815,22325,18470,19890
"YGR176W",60,35,55,35,50,20,15,10,30,105,55,70
"YGR177C",1455,1615,1340,1605,1385,1170,1350,930,1320,1210,1045,1180
"YGR178C",31240,32315,28265,29325,29235,27865,20940,20970,21540,23020,19745,20065
"YGR179C",2400,2620,2125,2745,2440,2675,1405,1415,1585,1665,1305,1735
"YGR180C",65305,73760,67295,68820,71760,68135,67915,62315,63300,72240,60080,63650
"tL(CAA)G3",35,85,55,30,45,5,5,40,-15,45,20,45
"YGR181W",5820,6995,6175,6620,7175,7530,5445,4900,5255,5710,5590,5255
"YGR182C",3915,4845,3985,4780,4195,4915,6630,5850,7905,8630,5445,7715
"YGR183C",10605,12545,10340,13015,12655,12790,17765,16765,20645,22180,16530,21745
"YGR184C",13650,14000,12355,12045,12450,11285,11820,11305,10160,11720,10800,9850
"YGR185C",33805,41705,33795,38375,39125,38515,33395,33515,32635,37545,31550,31830
"YGR186W",15870,16615,15195,15810,14850,14125,11100,11490,12080,12595,10405,10450
"YGR187C",2580,3260,2360,2960,2615,2645,1910,2185,1975,2505,1690,2110
"YGR188C",1040,945,1140,1185,1140,955,460,635,410,590,400,605
"tK(CUU)G3",20,-15,45,65,0,0,65,30,55,10,5,65
"YGR189C",114210,129030,112000,117120,121835,110725,45770,50925,44580,54515,47305,42990
"tW(CCA)G2",35,-10,5,40,45,5,45,35,20,25,10,-20
"YGR190C",1775,1980,1640,1855,2235,1775,1570,1295,1365,1520,1585,1250
"YGR191W",23335,24995,21900,21945,21740,20865,19420,18635,18185,19210,19630,15120
"YGR192C",2461470,2652965,2351240,2461345,2411755,2361995,3861970,3674395,3567420,4029330,3825890,3384085
"YGR193C",12230,14550,13170,13540,14425,12920,10720,10005,10735,11740,9545,9830
"YGR194C",18960,18520,18245,16840,17825,16505,19660,18365,20060,22535,18710,19245
"YGR195W",4615,5285,5355,4935,4880,4760,4215,4225,4110,4580,3925,4175
"YGR196C",4950,4700,4055,4215,4125,3970,3050,3090,2825,3310,2405,3100
"YGR197C",6530,7460,6090,5995,6745,6425,4115,3855,3955,4315,4015,3085
"YGR198W",11495,12295,11300,11745,11210,10995,8215,7595,7380,9245,7610,8095
"YGR199W",11160,13280,11725,12695,12605,11640,9515,9405,10995,11035,9690,9660
"YGR200C",5815,6745,6285,5375,5685,5940,5480,5225,4940,5855,5215,4615
"YGR201C",5030,5905,5345,5395,5795,5850,6890,6825,6705,8485,6885,6680
"YGR202C",9315,9245,8280,8730,8360,8530,7900,7545,7665,8960,6705,7670
"YGR203W",6630,7355,6410,7135,7385,7035,2835,3225,3040,3360,3435,3450
"YGR204W",66925,72010,57270,60585,59330,58960,48985,43105,48420,50715,45840,44795
"YGR204C-A",380,300,410,355,365,375,460,595,520,720,530,560
"YGR205W",6145,6085,6140,6480,5475,5390,10320,9620,9725,10145,8900,9365
"YGR206W",2355,2750,2600,2525,2645,2970,2370,2495,2575,2570,2350,2565
"YGR207C",9915,11760,10415,11670,11210,11355,6630,6380,6925,7705,5175,6675
"YGR208W",5165,6665,4595,5740,6195,6295,3385,2525,3605,3750,3000,3470
"YGR209C",44620,54885,44960,54230,50195,58940,53050,53780,59355,63790,52065,56420
"YGR210C",12130,13100,11995,12385,12055,11935,12770,12935,12380,14310,13105,11075
"YGR211W",5320,5495,5520,5060,5315,4560,8865,9270,7905,11580,9165,7480
"YGR212W",2990,3000,2730,2815,3005,2915,2095,2015,2090,2550,1895,2045
"YGR213C",2650,2780,2390,2840,2740,2380,1425,1495,1255,1580,1575,1355
"YGR214W",111225,135085,111690,123340,120605,126945,143280,145000,142845,156275,136605,127465
"YGR215W",2895,3775,3105,3345,3435,3400,2710,2620,3095,3175,1970,3465
"YGR216C",8340,9315,7570,8205,8410,8075,5525,5900,5720,6435,5415,5670
"YGR217W",4045,4380,4180,3770,4080,3730,2245,2285,2245,1920,1955,1795
"tG(GCC)G2",50,-5,15,20,65,45,35,45,60,60,40,40
"YGR218W",19745,20085,17730,18870,17920,16550,18685,17620,17220,19720,16330,16580
"YGR219W",5,55,20,80,70,-10,60,-5,20,5,35,50
"YGR220C",4610,5345,4640,5225,6070,5005,4260,4565,4435,5185,4215,4390
"YGR221C",5560,6130,5035,5355,6325,6110,4680,4705,4595,5385,4685,4430
"snR7-L",35,35,40,0,45,-15,90,-25,30,5,55,-5
"snR7-S",80,5,45,15,60,65,20,60,-10,20,5,30
"YGR222W",3340,3935,3280,3505,3710,4040,2760,2895,3485,3800,2600,3250
"YGR223C",11995,12320,11165,11690,12245,11505,8065,8250,8770,9305,7965,8325
"YGR224W",4715,5175,4625,5275,4490,4390,4085,4285,3950,4500,3895,3990
"YGR225W",995,1230,875,1290,1020,810,765,650,765,780,500,595
"YGR226C",75,65,20,40,20,20,5,10,25,40,5,25
"YGR227W",9155,10220,8155,8940,9415,8640,7750,6740,6850,7465,7040,6470
"YGR228W",60,80,35,45,40,5,25,10,95,-20,40,10
