"","A.t1_rep3","A.t2_rep3","A.t3_rep3","A.t4_rep3","A.t5_rep3","A.t6_rep3","B.t1_rep3","B.t2_rep3","B.t3_rep3","B.t4_rep3","B.t5_rep3","B.t6_rep3"
"YPL283C",16240,16320,13650,14380,14170,13940,2,12050,12190,13220,11280,10800
"YPL283W-B",70,70,70,70,70,70,3,70,70,70,70,80
"YPL283W-A",70,70,70,70,70,70,1,70,70,60,70,70
"YPL282C",120,90,100,120,100,90,2,70,90,80,100,80
"YPL281C",1990,1560,1860,1680,1680,1940,3,560,750,620,750,710
"YPL280W",380,450,480,560,510,540,2,470,370,340,290,390
"YPL279C",4160,5160,4400,5040,4570,4430,1,3620,3740,3590,3690,3290
"YPL278C",1010,1060,1080,1100,850,930,2,690,810,1010,660,730
"YPL277C",3520,4490,3750,3360,4240,3890,2,2380,2470,2840,2360,2520
"YPL276W",300,270,420,320,290,250,2,420,530,370,360,430
"YPL275W",310,520,500,370,550,630,2,430,600,810,690,880
"YPL274W",17830,20640,18340,19140,18660,16230,2,23110,22960,26010,25770,19690
"YPL273W",44290,54580,43740,52350,49960,51240,2,48360,50120,59670,48260,51170
"YPL272C",3440,4420,2810,3830,3240,3470,2,1940,2320,2270,1830,2110
"YPL271W",42090,53520,45690,51420,52300,57030,2,45150,51560,54880,44440,49140
"YPL270W",43200,47270,39570,42680,44600,42020,2,33490,37100,40060,36200,32540
"YPL269W",5500,5880,4850,5160,5130,5180,1,4360,3940,4730,3510,4140
"YPL268W",7320,7980,7730,6780,7280,6760,2,5970,5690,6270,5410,4810
"YPL267W",1830,2470,1930,2520,2400,2360,2,660,940,1090,530,930
"YPL266W",10250,11920,10550,11520,10340,11150,3,9450,8930,10490,7830,9200
"YPL265W",180260,189950,165350,163930,182060,150060,3,119240,117960,133200,110390,91640
"YPL264C",4500,5690,4520,4360,5060,5090,1,4970,5180,5440,4620,4950
"YPL263C",7570,7610,6920,7470,5730,6350,3,6620,6460,6740,5880,6080
"YPL262W",75540,85650,74740,74800,76740,72400,3,74230,75440,84180,74710,73500
"YPL261C",180,200,180,170,290,250,2,200,210,220,160,220
"YPL260W",29180,32060,29230,31990,30410,29580,2,27240,25500,32150,22470,27470
"YPL259C",20510,21790,21180,22140,20440,20100,2,14350,14070,16740,13120,14280
"YPL258C",3560,3250,3390,3720,3570,3530,3,2290,2080,2630,2500,2590
"tW(CCA)P",80,130,160,100,180,150,2,210,210,190,190,180
"YPL257W-B",10730,10350,8970,9090,9180,8210,2,48280,42590,51460,44880,38990
"YPL257W-A",70,70,70,70,70,70,2,70,70,70,70,70
"YPL257W",2420,2960,3060,2690,3060,2650,1,2750,2980,3080,2480,2630
"YPL256C",11240,12190,9790,11500,11340,10810,2,6430,6630,7840,6290,7570
"YPL255W",4470,5300,4010,4900,4790,4600,2,2450,2920,3630,2500,2720
"YPL254W",7100,8670,8000,7970,7950,7920,2,5080,4690,5730,4450,5360
"YPL253C",3630,4280,3580,3880,3660,4100,3,2080,2580,2910,1780,2320
"YPL252C",3420,3570,3320,4150,3330,3620,2,2290,2310,2910,2140,2620
"YPL251W",70,80,90,70,70,70,2,100,70,70,80,80
"YPL250C",15710,17000,18100,16800,16270,15250,2,10060,5530,7150,8800,4090
"YPL249C-A",450,630,770,690,710,720,2,770,900,950,650,680
"YPL250W-A",70,70,70,70,70,100,2,70,70,70,80,80
"YPL249C",13100,12920,11660,11680,11130,10190,2,7520,8150,10010,7730,8030
"YPL248C",14210,15070,13110,14740,13580,13000,1,10400,9970,10560,9510,9250
"YPL247C",20570,20490,21350,20280,20010,17240,2,35210,32340,35920,35990,28190
"YPL246C",54550,65210,54530,61590,62540,63000,2,47060,51520,54170,53600,46280
"YPL245W",5100,6300,5760,6370,5360,5390,2,6640,7280,7320,7020,7070
"YPL244C",21470,24360,20830,24190,24210,25000,2,18020,17590,20780,18090,17230
"YPL243W",30730,35500,28290,34630,31680,30560,3,22430,25790,28230,20600,24150
"YPL242C",13140,14380,12360,12950,12950,12250,2,8530,9030,10950,8280,9230
"YPL241C",6570,8780,6420,7940,7880,7200,2,3480,3590,4380,3760,4040
"YPL240C",46150,42020,47590,42380,42090,38570,2,77670,63580,100750,73230,59290
"YPL239W",8210,10300,9420,8900,9410,9740,2,8440,8050,10290,6820,7500
"YPL238C",70,70,70,90,70,70,2,80,70,70,90,80
"YPL237W",32250,39150,32630,36900,34900,34970,3,32770,33420,39010,25750,32510
"YPL236C",11460,11330,10660,10730,11590,10340,1,8930,8610,10540,8650,8420
"YPL235W",24290,25520,24080,25400,25190,23080,3,23980,24130,26710,22110,22280
"YPL234C",91030,110720,93820,98520,104320,101620,1,94580,97150,104580,95770,82610
"YPL233W",4350,4170,5200,4690,4880,5020,2,2480,2330,2800,2090,2350
"YPL232W",48200,48770,45910,46840,46040,45590,2,31520,30660,35000,26000,29700
"YPL231W",178710,187110,156020,158360,157120,150330,2,147540,144030,157830,153590,128760
"YPL230W",13210,13440,13700,13950,14360,12320,2,33040,28280,32720,29740,25290
"YPL229W",10970,12980,11090,12300,12380,12750,1,7580,7870,7990,8120,8630
"YPL228W",12230,11950,12030,11620,11380,11530,2,7690,9140,11080,8070,8210
"YPL227C",8230,10780,8940,10260,10580,10410,2,7520,9260,9560,7610,8420
"YPL226W",20840,21920,18460,20840,17620,17900,3,18760,18380,19300,17320,15800
"YPL225W",34090,37020,34070,42460,40920,40860,1,38180,40980,44770,31890,42470
"YPL224C",35650,37910,35500,34890,36430,31580,2,29680,27830,32560,27930,25230
"YPL223C",4070,4540,4070,4260,4230,4580,2,3070,3140,3240,2810,2820
"YPL222W",24800,23910,23770,20230,23850,20570,2,15750,15640,17360,17360,13980
"YPL222C-A",70,70,70,70,70,70,2,80,80,70,70,80
"YPL221W",45360,43560,40170,39530,39800,35260,2,38260,33670,37880,36700,29070
"YPL220W",263620,315920,275000,304560,298370,315260,2,320760,319870,355960,327310,317680
"YPL219W",5930,5940,5650,5900,5690,4870,1,5370,6270,6340,4600,4540
"YPL218W",93610,111630,94670,107500,108930,114950,3,86440,87030,103600,94570,90710
"YPL217C",6660,7070,6150,6690,6010,5450,2,6120,5000,5910,5200,4830
"YPL216W",12130,12480,11300,12620,12430,11530,3,11830,10780,12010,10580,9310
"YPL215W",22410,25390,24210,25160,25110,23760,1,19040,21340,22780,17150,21500
"YPL214C",16400,18470,17270,17140,17980,16440,2,13010,15030,16640,13620,13340
"YPL213W",5320,5410,4750,5500,5740,5160,2,2920,2760,3720,2360,3400
"YPL212C",7930,9870,8180,8930,8650,8120,2,5230,5340,6490,4910,5070
"YPL211W",9480,12320,10990,11990,11370,12630,1,12970,14150,14760,12960,12540
"YPL210C",18190,20730,17850,19550,18790,18270,2,12910,14130,16450,11620,16330
"YPL209C",1350,1340,980,1660,1370,1120,2,820,860,950,950,910
"YPL208W",9850,11610,9440,11270,11060,10570,2,7440,7740,8980,8160,8740
"YPL207W",23970,26230,21950,24150,22820,22650,3,20000,20210,21450,19590,16660
"YPL206C",45980,54370,43850,52170,53150,52700,2,32980,36090,40080,36500,37480
"YPL205C",3430,4010,3700,3570,4160,3470,2,2580,2670,3480,3150,3050
"YPL204W",43670,46810,43290,44390,45060,41090,2,33920,36010,40850,30860,34710
"YPL203W",42490,45620,42550,43980,42990,40620,2,49700,51340,58460,46630,50490
"YPL202C",11020,11540,9640,10750,12290,10170,2,6330,6490,8130,6220,5800
"YPL201C",1350,1370,1280,1250,1380,1050,2,990,990,1170,740,1260
"YPL200W",300,340,350,310,380,280,2,160,180,170,220,180
"YPL199C",16750,19220,18850,18440,19350,18470,2,14120,13540,14600,12780,12430
"YPL198W",24720,28580,25530,27080,26800,26530,1,32450,29230,34680,31270,31560
"snR59",240,280,270,240,140,240,2,230,230,280,210,220
"YPL197C",110,120,150,110,120,150,2,110,100,120,130,100
"YPL196W",18660,20200,20010,21180,21810,20960,2,19530,19060,23170,17380,19950
"YPL195W",19660,21260,17920,21000,19470,17720,3,14570,15180,16870,13190,14900
"YPL194W",3890,4300,3900,4420,3610,3340,3,2100,2180,2390,2380,2460
"YPL193W",7110,6680,6590,6520,8530,7220,2,6210,5990,6150,4390,5700
"YPL192C",820,870,700,680,670,690,2,1130,650,880,670,840
"YPL191C",7690,7950,7070,8270,7870,6220,2,6000,6040,7230,6460,5560
"YPL190C",34610,36650,31650,33260,34140,29770,2,21860,21560,25400,22080,22330
"YPL189C-A",7340,8530,8200,7910,7760,8320,2,10250,9710,10960,8390,8580
"YPL189W",1610,1420,1440,1510,1380,1140,1,980,740,920,740,610
"YPL188W",16680,20140,15920,18140,19180,16770,3,12050,13450,13310,12320,12530
"YPL187W",340,430,290,350,360,300,2,150,180,170,140,150
"YPL186C",4510,4140,4290,4890,5150,4240,2,11370,12160,13620,8500,11780
"YPL185W",940,1030,1280,890,1150,1080,2,840,870,770,690,950
"YPL184C",27730,29340,24910,26900,24860,25590,2,23820,24780,25480,24150,22430
"YPL183W-A",12170,14250,12570,13780,13290,14480,2,13960,15240,16800,14840,14560
"YPL183C",6730,6670,5980,6670,6240,6120,2,3470,4130,3960,3170,3350
"YPL182C",450,480,310,380,450,420,2,340,290,430,310,360
"YPL181W",13050,12550,12440,12920,11130,11520,1,9630,10370,11550,8110,10490
"YPL180W",14320,14560,13620,13660,13110,11950,1,9420,8830,10870,9130,8210
"YPL179W",34430,32670,29030,29720,30860,27570,2,31670,32780,34750,31440,29850
"tE(UUC)P",70,70,70,70,100,70,2,130,110,70,70,80
"YPL178W",21820,22240,22720,24670,22820,21970,2,18040,19000,21350,16800,19950
"YPL177C",16380,17870,16700,16910,17320,15680,2,16220,19470,18960,15410,16460
"YPL176C",32960,35270,31620,32050,30650,29130,2,19190,20910,22920,20780,18500
"YPL175W",13190,13730,11820,13220,14490,13030,2,7260,6840,7890,6770,6720
"YPL174C",6150,6080,5450,5830,5770,5620,1,4290,4100,3880,3070,3200
"YPL173W",10380,11270,9920,10730,11100,10840,2,8380,10090,10910,8070,8580
"YPL172C",9090,9710,9050,9890,9550,9270,3,10200,10470,12200,10180,10260
"YPL171C",2670,2870,2740,2490,3090,2910,3,2290,2240,2680,2310,2110
"YPL170W",19060,22890,19770,22360,24380,23480,2,19220,20110,21180,18410,20160
"YPL169C",31840,32790,31630,30750,31290,30540,2,19500,20430,22160,20740,20620
"YPL168W",7750,8030,7970,8190,7820,7280,2,6310,6160,6400,5240,6370
"YPL167C",6510,6640,6630,6570,6820,6370,2,6770,5540,6710,5570,5650
"YPL166W",6170,6860,6570,6560,6830,6030,2,6120,5880,6790,5850,6130
"YPL165C",11370,12950,11750,12120,12120,11400,2,11230,10930,13590,10010,10340
"YPL164C",10840,10590,11550,10450,10750,9700,2,9440,8610,11300,8600,7700
"YPL163C",8010,9290,7810,9670,8130,9840,2,19360,18120,20040,21510,17810
"YPL162C",13260,15120,13530,14330,14890,14490,1,9640,9000,10590,8820,9190
"YPL161C",11250,10860,10270,11770,11210,9650,2,7260,6250,9450,6850,7290
"YPL160W",57960,59760,50080,53330,51300,49990,2,45690,42460,47210,45640,35390
"YPL159C",16000,16410,17310,16760,18830,16980,3,11760,12240,12680,10090,11540
"YPL158C",5690,6250,5680,6460,6620,4950,2,4370,5310,6770,4340,5520
"YPL157W",9180,11330,8970,10350,10200,9760,1,2700,3680,3410,3070,2880
"YPL156C",6150,7010,6130,6620,6120,6550,2,9500,8820,9570,7540,8010
"YPL155C",10140,10090,9700,10210,9490,8990,2,6100,6320,7180,6440,6550
"YPL154C",262550,302830,246250,260910,275470,269270,2,298730,329440,362320,296520,305510
"YPL153C",4150,5820,4800,4020,4580,4520,3,2270,1980,2870,2150,1990
"YPL152W-A",120,110,100,140,80,140,3,110,80,100,90,70
"YPL152W",4920,5790,5190,5430,5160,5570,1,5770,6600,6500,6040,5780
"YPL151C",10340,10740,10110,10270,10910,10840,2,7640,7270,7950,6660,6930
"YPL150W",17110,17880,16480,16360,15630,15310,2,13500,13340,14830,13140,11550
"YPL149W",12710,12540,15090,13380,14250,13070,2,11170,9440,12320,10590,9210
"YPL148C",4730,5380,4830,5430,5630,5900,1,3290,3980,4680,3150,4550
"YPL147W",14840,17070,14440,15050,15870,14250,2,11820,11960,14040,12850,12280
"YPL146C",3140,3770,3650,4180,3270,2770,3,2290,2660,2510,1930,2540
"YPL145C",61590,68530,56070,62030,58140,58030,2,61560,62810,69050,59600,61550
"YPL144W",2790,3410,3550,4040,3820,4120,1,3130,2640,3280,2560,2590
"snR17b",670,810,820,730,1270,830,1,1160,1480,1220,680,960
"YPL143W",320,320,260,330,320,220,2,490,280,370,370,320
"YPL142C",1290,1730,1670,1620,1590,1930,2,2190,2030,2120,1850,1870
"YPL141C",8640,9240,7160,8430,8310,7330,1,9130,9670,9680,8480,9830
"YPL140C",10480,12130,10240,10910,10390,10360,2,8600,8510,9280,7650,8190
"YPL139C",15690,18250,17730,17290,17630,15670,2,12220,14300,15590,12470,13960
"YPL138C",7190,8670,8270,7560,6710,6600,2,4700,4330,4850,3840,4370
"YPL137C",19220,20450,17400,17820,17660,17450,2,13430,12760,14480,12280,11700
"YPL136W",120,120,80,100,80,90,2,90,100,70,110,110
"YPL135W",36170,37030,37070,36090,41110,38710,2,22050,20830,23670,22600,19390
"YPL135C-A",70,70,80,70,70,80,3,70,70,80,70,70
"YPL134C",30230,37710,29010,34940,35940,34490,2,13420,16250,17140,14970,16360
"YPL133C",6930,7290,7070,6030,7230,6460,3,6750,6040,6880,6500,5840
"YPL132W",5830,7860,7010,6830,7230,6170,1,7630,7840,9370,7830,8050
"YPL131W",552020,613680,555060,572970,547040,553440,2,609210,602540,666950,595920,573370
"YPL130W",130,90,160,190,110,170,2,120,90,120,110,80
"YPL129W",22140,25850,24280,24400,24480,24470,2,20800,23060,24480,18860,20870
"YPL128C",6210,6900,5480,6370,6150,5990,3,5950,5330,5520,6160,5220
"YPL127C",30940,37010,33210,34100,35690,34360,2,24820,26640,28510,25190,28220
"YPL126W",8450,9240,8560,7740,8190,7260,3,7080,6120,6670,6430,5310
"YPL125W",12820,12600,11950,12590,11400,11710,2,9370,9880,9530,8640,9690
"YPL124W",2120,2210,2280,2840,3560,2800,2,1530,1480,1730,960,1530
"YPL123C",24140,27660,24610,25770,27020,25740,2,26610,28300,34590,24900,27420
"YPL122C",6360,6570,5770,6630,5840,5240,1,4170,3620,5270,4060,4230
"YPL121C",290,450,260,280,340,310,2,300,250,220,410,440
"YPL120W",5440,5280,5450,5680,5780,4730,2,4420,4180,4620,3550,3730
"YPL119C-A",1120,1340,1180,1430,1360,1090,1,1350,1410,1600,1530,1180
"YPL119C",7960,8590,8260,8400,8070,6940,1,7530,6770,8430,6990,6390
"YPL118W",18960,21750,19180,22110,23060,20750,2,18220,20910,23650,16510,20460
"YPL117C",23640,26920,25780,26110,24810,25870,2,21670,21810,26050,18640,22130
"YPL116W",18520,19510,16170,17850,17160,15860,2,16490,17590,18010,15910,15730
"YPL115C",15830,14960,14350,14400,13570,12980,2,9960,9970,11930,9910,8880
"YPL114W",80,70,80,70,70,80,1,70,70,90,70,70
"YPL113C",6020,6690,6140,6140,5860,5400,2,4900,5450,5500,4430,4930
"YPL112C",16040,19780,16170,18070,18170,17980,1,9460,11950,11540,9350,11840
"tM(CAU)P",160,160,140,130,200,160,1,100,100,140,70,90
"YPL111W",48900,56070,44720,48630,55120,45890,2,39350,49890,51710,42190,48680
"YPL110C",16880,15990,14400,14200,14640,12710,0,15630,14090,17670,14470,12750
"YPL109C",12530,13380,12120,12620,13460,11810,1,10380,10480,11440,10120,9470
"YPL108W",2410,2500,2480,1990,2800,2190,2,1330,1520,1690,1150,1140
"YPL107W",6130,7370,6720,7910,7360,6990,2,3830,4270,4960,3620,4740
"YPL106C",178570,182150,163510,170000,166170,157490,1,183550,173520,210530,180300,159680
"YPL105C",30660,30540,28090,28900,26270,27220,2,23640,23950,26140,20830,20690
"YPL104W",8320,9780,8520,9020,7930,8250,2,8780,9640,10170,9100,8530
"YPL103C",16520,17560,15890,16120,17110,14900,3,14520,15690,16520,15420,15580
"YPL102C",170,100,100,140,190,100,2,100,80,100,120,90
"YPL101W",12370,13300,12400,12580,13270,12130,2,8190,8080,8590,8320,8390
"YPL100W",13650,14310,13530,14510,14440,13450,2,12740,13540,15530,11780,12480
"YPL099C",9860,11930,10450,12280,12750,11460,2,10280,10910,12990,8830,10640
"YPL098C",20160,22710,20560,21890,22480,22230,2,19720,19610,21210,20040,20790
"YPL097W",8440,9540,8880,9270,9430,8730,3,6700,7110,7840,7290,6830
"YPL096C-A",6600,7220,7300,8000,6580,7360,2,7570,7630,7420,7090,6460
"YPL096W",11330,11400,11260,11990,10740,11220,2,8990,8030,10050,7440,8330
"YPL095C",10440,11070,11070,11070,11360,10920,2,31510,29130,37560,30090,29150
"YPL094C",45070,52220,46780,48870,51240,50720,2,41970,41490,44150,40930,38230
"YPL093W",7770,8800,7460,7250,7430,7900,1,5660,6080,5690,5700,4290
"YPL092W",27920,33820,28250,29380,32170,29610,2,42520,49630,52290,45350,43790
"YPL091W",59400,64530,57830,63130,62580,58570,2,43550,43690,49200,43410,45060
"YPL090C",231300,267280,227590,256420,243190,247910,2,305380,308360,361860,267850,296680
"YPL089C",28290,26460,28020,27270,26140,22780,3,18210,15990,18940,15490,15210
"YPL088W",12590,13360,13930,14560,13980,11600,2,8920,9170,10520,8600,9580
"YPL087W",52000,60410,53630,58470,60910,57220,2,79540,80870,91510,80780,71380
"YPL086C",8770,9050,9490,9560,8960,8340,2,8610,8020,8590,7900,6750
"YPL085W",16730,17330,16100,15570,14970,15530,2,11840,10510,12460,10730,9670
"YPL084W",40370,39480,36500,37850,36470,34360,3,30200,31550,33370,29580,27630
"YPL083C",7020,6520,6100,6410,6240,5630,2,4100,4360,5390,4070,4500
"YPL082C",5110,5080,4270,4150,4670,3940,3,5000,3710,4670,4250,4110
"YPL081W",16980,22510,16210,19670,20470,20030,2,13030,12700,14820,11300,13860
"YPL080C",490,600,350,390,290,440,3,370,280,430,190,250
"YPL079W",144980,174210,150080,161440,167930,170240,1,194920,191680,222670,182210,188490
"YPL078C",55140,65540,56310,63040,64670,62350,2,57760,66520,72140,55700,66590
"YPL077C",3000,3700,3170,2960,3350,3120,2,2370,1980,2380,1800,2060
"YPL076W",8170,10180,8230,9130,8280,8130,3,9480,9430,9280,9370,8100
"YPL075W",13820,15670,13860,14040,14510,13880,2,18700,16210,19720,16820,15190
"YPL074W",17120,15890,14890,15290,13610,14180,2,9970,9760,10750,9180,8800
"YPL073C",170,140,150,90,130,120,2,130,80,150,180,160
"YPL072W",2840,2920,2640,2770,2930,2550,1,3260,3350,3050,3110,2560
"YPL071C",6440,7490,6150,7320,7890,7170,2,4800,5100,5140,3620,4410
"YPL070W",22240,22170,19370,22430,20490,20010,2,13990,13530,14750,12310,13230
"YPL069C",4280,4720,4650,4740,4710,4730,1,4300,4290,5540,4100,5250
"YPL068C",1710,1640,1880,1870,2060,1790,2,990,1390,1590,950,1260
"YPL067C",7550,8110,8660,9010,8550,7810,2,8030,7520,8280,8050,6510
"YPL066W",14850,15650,14380,13580,14730,13870,2,12720,12240,13050,12760,10700
"YPL065W",4730,5280,4340,5010,5340,5240,2,3880,4020,4570,3600,3830
"YPL064C",9450,11470,9390,9880,10410,9560,2,8190,8080,8180,6240,7010
"YPL063W",42810,47590,38910,42460,43350,42190,2,33170,34700,36590,30720,28860
"YPL062W",1090,1510,1280,1250,1150,1320,2,130,200,220,150,230
"YPL061W",264110,308310,247230,269470,286720,272600,1,229420,285710,291670,237350,284910
"YPL060W",6190,5990,6260,6200,7050,6120,3,4300,3770,4380,3500,3500
"tC(GCA)P1",80,70,70,90,80,110,2,80,120,110,110,100
"YPL060C-A",1660,1680,1430,1550,1530,1360,2,1540,1090,1390,1170,1110
"YPL059W",27090,34110,28110,32560,30460,32260,2,25170,25940,29740,25220,26520
"YPL058C",12130,12330,10080,11630,9400,8580,2,7670,6270,7440,7150,4790
"YPL057C",27260,27190,26350,25250,23960,23480,2,51510,45040,53560,49750,40080
"YPL056C",1510,1540,1480,1510,1750,1480,2,4560,3680,4800,4400,3270
"YPL055C",12380,13320,12850,12980,14010,12640,2,7280,7440,7170,6590,7450
"YPL054W",9320,11540,9590,10720,11060,11150,2,10280,12740,13130,12680,14410
"YPL053C",34550,42140,37450,41750,41750,38500,3,22690,23550,27890,22400,23560
"YPL052W",6090,6460,5980,7930,6650,5600,3,4730,4060,4880,4010,4410
"YPL051W",4070,4610,5150,5040,4490,4980,2,3850,4120,5050,2680,4200
"YPL050C",28790,35420,28400,31240,31990,32590,2,23650,25280,28350,22270,25260
"YPL049C",41120,43770,41080,41320,42570,39880,3,29920,27540,32780,28810,27980
"YPL048W",106580,124070,106700,115820,114720,107920,2,94000,91490,106910,98190,89790
"YPL047W",5170,6330,5640,6360,7250,6590,2,4640,5840,6570,5770,6320
"YPL046C",3870,4490,4000,4000,3890,4380,3,2940,3150,3150,2460,2900
"YPL045W",10710,10290,9350,10330,10730,9020,2,7610,7760,7780,7020,7020
"YPL044C",70,80,70,80,70,70,3,70,70,70,70,70
"YPL043W",3160,3130,2540,2910,3180,2520,2,2130,2400,2330,1990,1800
"YPL042C",11290,12160,10760,11180,11400,10680,2,7840,7840,8410,6670,7440
"YPL041C",5360,6330,5520,5280,5630,5530,2,3840,4470,4730,4470,4510
"YPL040C",8620,9610,8310,8490,7940,8260,1,7910,7890,8990,7540,6610
"YPL039W",4580,5630,5290,5890,5960,4890,1,4970,4710,5150,4480,4270
"YPL038W-A",100,140,110,90,130,170,2,100,110,150,100,80
"YPL038W",3610,3760,3480,3560,3920,3370,2,2580,2710,3230,2450,3140
"YPL037C",110070,134790,107300,119680,121740,126720,2,125700,128760,143520,113650,126890
"YPL036W",4080,4060,3870,3910,3490,3580,2,3320,3200,3640,3130,2370
"YPL035C",990,1110,950,1200,1180,1280,3,1030,870,1100,900,950
"YPL034W",1880,2000,2020,1600,1960,1690,3,1820,1550,2030,1230,1730
"YPL033C",310,370,420,260,360,370,0,180,150,130,130,240
"YPL032C",22140,23380,21750,22500,20090,20150,2,14730,14820,16390,14360,13990
"YPL031C",35920,39320,34480,35780,36610,36130,2,28100,29060,32790,27740,29130
"YPL030W",5590,7300,5800,6940,6770,6500,2,3050,3080,3540,2960,3160
"YPL029W",4890,5560,4440,4270,4490,4070,2,2870,3240,3580,3340,3230
"YPL028W",166350,203140,168760,185420,185480,184080,1,140290,150300,158030,143880,145520
"YPL027W",2230,1970,2060,2110,2040,2130,2,540,730,730,590,850
"YPL026C",12760,13790,12250,12490,13480,11860,2,4920,5690,6640,4820,6600
"YPL025C",2500,3220,2320,2760,3380,3180,1,130,220,250,200,220
"YPL024W",4260,5400,4320,5470,5240,5280,2,2570,2390,2600,2060,2290
"YPL023C",36960,40490,35850,40160,39340,35400,2,28420,30150,34180,32530,30250
"YPL022W",17450,16880,15510,18070,15190,15110,2,12080,12000,13330,12560,10660
"YPL021W",260,260,370,310,310,390,2,130,110,140,140,110
"YPL020C",11370,12010,12290,11220,11870,10000,2,7110,6370,6300,5300,5630
"YPL019C",23110,23030,20180,22630,21610,20780,2,66180,63860,72030,60510,61500
"YPL018W",4060,3610,3070,3170,3610,3060,2,3430,3300,4290,4060,3810
"YPL017C",4440,4610,4470,4640,4360,4300,2,6130,6360,6510,6510,6050
"YPL016W",6820,6610,5400,5940,5690,5420,2,3410,2970,3370,3550,3170
"YPL015C",74090,76170,73600,75770,75740,69930,2,43820,41660,47710,44970,39240
"YPL014W",15610,14970,17700,14820,15560,14140,2,13370,8850,11290,11850,8310
"YPL013C",5960,7530,6530,7550,7370,7190,2,6380,6790,6920,4450,6190
"YPL012W",5950,6610,4870,5310,5960,5720,2,4060,4350,4170,3390,3530
"YPL011C",10330,10840,9840,10670,10590,9710,2,6510,6390,7410,5690,6060
"YPL010W",37530,43260,41070,47240,43750,44680,1,37330,39160,45440,37340,42100
"YPL009C",22970,23020,20960,20840,19340,19440,3,16800,15140,16980,11670,15210
"YPL008W",7280,8190,6990,7240,6630,7880,2,4950,5710,6280,4600,4740
"YPL007C",8290,9050,8320,9140,9490,7970,2,6170,5720,6940,5450,6090
"YPL006W",31640,33100,30050,27980,29530,28170,2,29900,30750,35390,31870,28460
"YPL005W",4940,5310,5500,5220,5230,4960,3,3700,3980,4160,3700,3860
"YPL004C",282920,310710,282160,302610,311410,298340,2,370840,390770,442870,378350,394620
"YPL003W",20830,23560,21540,22120,21850,22440,2,17060,18910,20300,17490,19150
"YPL002C",9640,10680,9940,10760,10850,11370,2,8580,8420,10220,8020,10030
"YPL001W",5430,6420,5590,6010,6470,5920,1,3230,4500,4640,3520,4590
"YPR001W",8690,10460,8480,9370,9940,9230,2,4790,4320,5160,4840,4550
"YPR002W",6040,6720,7020,6850,6080,6460,2,2600,2940,3290,2910,2620
"tF(GAA)P1",150,150,190,190,120,170,2,320,350,220,330,270
"YPR002C-A",730,610,640,670,560,780,2,560,530,670,590,520
"YPR003C",11130,12860,11070,11130,12520,10740,2,11680,11400,12770,10750,10180
"YPR004C",44550,55440,43700,48310,50550,52660,2,30080,35130,39680,32820,35000
"YPR005C",9710,9790,10430,10930,10270,9830,3,9660,8360,10570,8200,8750
"YPR006C",17270,19050,18590,19170,21260,19650,2,10330,10320,11880,9570,9830
"YPR007C",2350,2640,2520,2580,2780,2360,2,770,920,960,850,740
"tG(GCC)P1",140,80,80,70,110,130,2,100,100,200,110,110
"YPR008W",27790,29160,27680,27440,26520,25000,2,22280,21410,24750,18880,18650
"YPR009W",5250,6600,5290,5250,5500,5390,2,6650,7670,8170,7160,7700
"YPR010C",17180,18500,15520,15560,15050,14270,1,16720,15140,15770,16370,11720
"tK(CUU)P",90,90,70,120,80,110,2,110,160,90,90,70
"YPR010C-A",7950,8830,8020,9000,10180,10390,2,8480,10360,10320,7000,10230
"YPR011C",16880,20140,17150,18460,19840,18930,2,12790,12750,13810,12650,13920
"YPR012W",1260,1220,1090,1290,1090,1340,1,580,730,910,690,550
"YPR013C",16150,16140,14040,15520,14010,13810,2,6060,5240,5810,5100,4230
"YPR014C",4360,3620,4390,4080,3530,3960,2,1370,1030,1360,1170,910
"YPR015C",8820,10570,9570,10080,10700,9620,1,1780,1960,2330,1920,1710
"YPR016C",47340,57620,47490,51230,50650,49910,2,46220,47820,48000,45100,41100
"YPR016W-A",1020,1060,990,1280,1080,1030,2,940,770,970,870,660
"YPR017C",7210,8410,7340,9290,9240,8690,3,5330,5370,6150,5160,5450
"YPR018W",5290,5260,5380,5440,5260,5070,2,2040,1900,2350,1580,1930
"YPR019W",30770,30950,27240,28560,27980,26040,3,17110,16550,18400,17030,14860
"YPR020W",12640,13470,13550,15080,14950,14280,2,13890,16220,17530,12090,15860
"YPR021C",9500,10220,8910,9950,9730,9310,2,11050,12150,14280,10980,11810
"YPR022C",16740,16240,15270,14190,14770,13600,1,9820,9510,10580,10910,8540
"YPR023C",52940,58790,55360,52770,55790,54380,2,34240,34970,38690,34020,35050
"YPR024W",50390,54350,45020,45850,49410,43170,2,39120,40320,43520,42220,35020
"YPR025C",7200,7970,6700,7930,7450,6910,3,5780,6290,6730,4930,6170
"YPR026W",29070,27970,25710,24960,27310,23580,2,26390,26150,30000,26560,23200
"YPR027C",15900,18760,17010,17290,16910,17820,2,14470,15620,17440,14320,13460
"tF(GAA)P2",90,70,70,80,80,80,2,70,70,70,90,130
"YPR028W",169770,205430,176510,189090,201330,194640,2,215720,220420,252830,229640,205710
"YPR029C",30450,31570,27900,29890,28900,26910,2,21810,21890,26650,19860,20790
"YPR030W",21250,20210,19670,19620,19760,16570,1,20620,20590,23400,20090,18550
"YPR031W",3510,4420,3500,4180,4030,3100,2,2940,2550,2790,2560,2410
