"","A.t1_rep4","A.t2_rep4","A.t3_rep4","A.t4_rep4","A.t5_rep4","A.t6_rep4","B.t1_rep4","B.t2_rep4","B.t3_rep4","B.t4_rep4","B.t5_rep4","B.t6_rep4"
"YML100W",497680,450660,441300,412980,416620,377260,812140,758180,756720,831860,790780,698580
"YML099W-A",520,540,560,440,460,480,500,500,460,480,480,420
"YML099C",29160,25360,25060,26720,25480,22320,16120,15680,13620,17480,13020,13440
"YML098W",14100,16000,15260,15660,16960,18820,10640,10560,11320,12120,9540,10960
"YML097C",9820,11960,10560,11140,11560,10420,7740,6900,7960,10300,6120,6500
"YML096W",13200,13860,13160,13580,13180,12180,10380,10340,10060,10860,9560,9860
"YML095C",7140,7060,7740,7040,7780,7540,5080,5200,4460,6380,5420,4960
"YML094C-A",280,260,280,240,280,280,220,220,300,240,240,260
"YML094W",5220,6380,5580,6580,4920,6280,6160,5000,5680,6560,4020,5440
"YML093W",8320,8900,6900,8200,7800,7780,5320,5120,5700,6260,4660,5720
"YML092C",139180,160640,142000,148300,158120,147600,120900,118640,130180,141660,125700,126740
"YML091C",88460,100040,81680,88060,90460,80780,84620,78440,90740,102180,74280,87620
"YML090W",3040,2260,2780,2500,3160,1680,2800,2140,3280,2920,2780,3380
"YML089C",500,660,640,600,540,540,540,600,460,580,520,400
"YML088W",34000,34220,33260,36320,34200,31060,20440,20980,20040,21800,17860,20360
"YML087C",10440,10120,8040,9780,9440,9580,7160,7220,8280,9660,6000,7900
"YML086C",88300,92940,76540,89200,84460,78820,91960,84860,91440,100100,92920,83560
"YML085C",190760,200800,190380,200280,193060,187480,164720,158440,167600,175440,156340,158920
"YML084W",260,220,220,260,300,200,220,220,240,200,280,200
"YML083C",4640,4300,4200,4700,4620,3800,2660,2560,3100,3180,3000,2900
"YML082W",15980,16580,13660,15000,15100,12820,9540,9420,11580,11840,10080,10300
"YML081C-A",47340,57160,49900,57700,58580,61500,51980,56980,60300,63240,51520,54240
"YML081W",24500,24820,23100,23740,22120,20840,16240,18300,16480,18400,17420,17220
"YML080W",4500,7280,4680,4800,5540,6020,2720,2260,2780,2260,2020,2780
"YML079W",43540,51240,44020,49480,50720,50320,39080,37840,39240,48880,36200,39160
"YML078W",112480,134760,119840,126300,135240,132820,107900,100780,93140,114980,104080,110740
"YML077W",11300,13400,9940,13020,12100,10460,11060,10580,10720,12640,8580,11240
"YML076C",26240,25360,25160,24540,25340,23240,13920,13280,12980,15460,12340,11620
"YML075C",47500,48260,40640,43560,43260,41660,50300,45140,45780,46780,50940,37500
"YML074C",75340,80880,70540,78000,73280,69880,68980,74700,73520,80040,57560,68060
"YML073C",346480,402060,354840,384980,400540,400220,428620,420420,367440,449800,419800,397060
"YML072C",159000,156020,135380,137240,141400,130200,178680,169800,164900,188400,170880,142740
"YML071C",13200,15320,13040,13460,13900,11960,8820,9440,8780,9300,7500,9200
"tR(UCU)M2",220,220,260,220,220,220,220,300,180,320,200,260
"YML070W",160820,170420,156080,160680,164900,155380,143840,131740,138860,159760,137620,132940
"YML069W",68080,79880,65900,75740,69520,67880,48940,44760,48960,56280,42920,50180
"YML068W",14560,14420,13140,14260,15620,13740,11340,12180,10720,13400,10660,10980
"YML067C",57720,65960,60320,66500,66540,66980,48760,46680,53100,55760,47180,50060
"YML066C",15680,15740,16120,15160,13720,13900,9840,9960,9480,10980,9100,7740
"YML065W",13220,11560,12220,12660,10140,10680,7340,7340,8000,7760,7380,6620
"YML064C",17900,21580,16760,18480,20300,19860,13280,12640,14220,16380,12860,15060
"YML063W",552460,637680,583340,645620,606760,616620,751800,719500,711640,833660,629300,719000
"YML062C",13560,15300,14840,16340,15100,15160,10680,10440,10540,14320,9000,12060
"YML061C",15580,17820,14820,15420,15200,15620,10080,10560,11240,10340,9200,9940
"YML060W",3780,4980,4060,4640,4120,3780,2240,2200,2180,2100,2560,2260
"YML059C",25820,27340,22740,22800,24340,25260,23040,22440,22720,24940,22980,21080
"YML058W-A",3180,4360,3880,3100,3620,3300,4800,4560,3980,4600,5060,5560
"YML058W",147640,174660,165140,163840,168620,176660,176820,181020,200860,204980,192040,187800
"YML057C-A",560,560,580,560,520,420,360,420,560,480,400,620
"YML057W",93900,98820,87380,90480,88360,85900,78020,79700,78980,87920,80100,71420
"YML056C",133220,141660,125640,131420,120940,115940,157400,163420,146980,162380,152820,122960
"snR54",600,900,720,880,860,860,1200,980,1280,1520,1220,1260
"YML055W",28260,35600,31740,33080,32920,33640,18780,20440,20660,20120,16500,19740
"YML054C",16200,17740,17500,14800,16900,14940,24300,24180,26900,30300,25700,23080
"YML054C-A",2580,2120,2900,2380,2440,2420,2060,2420,2080,2560,2240,2340
"tY(GUA)M1",200,200,200,200,220,180,300,340,300,280,260,220
"YML053C",17680,20700,18140,20420,21340,18360,11500,11660,11300,13440,10200,12840
"YML052W",108880,130220,110040,113700,127900,124480,122440,131300,139180,144360,131940,123120
"YML051W",64520,72500,62980,66140,68480,65160,50720,48840,50620,53840,49760,45660
"YML050W",9960,10880,9540,10900,10240,9860,8200,10480,8360,10340,8440,8280
"YML049C",41860,41160,37360,40460,39400,35940,28180,29240,26880,32180,26540,26500
"YML048W",254900,279700,241680,256480,264540,246160,245560,234140,257180,269020,229620,243260
"YML047W-A",200,240,200,240,220,260,260,260,220,300,240,260
"YML047C",280,260,240,260,280,280,300,280,320,480,220,400
"YML046W",18600,20180,17460,18040,18900,16540,15600,14620,14780,18880,14340,15280
"tG(GCC)M",200,240,240,220,220,220,180,200,220,240,220,240
"YML045W-A",200,200,200,200,220,200,200,200,200,200,200,200
"YML045W",26900,25400,22440,23480,22660,22540,103440,108380,93360,112680,98620,84720
"YML043C",1980,2060,980,1700,1480,2260,480,500,500,660,560,560
"YML042W",30640,30120,28380,28040,29140,29960,19120,19200,21100,22320,20300,18900
"YML041C",10200,11380,11540,10600,11400,10260,7360,7020,7300,9160,6340,8380
"tP(UGG)M",240,260,240,240,200,240,460,420,520,360,440,360
"YML040W",200,200,200,200,200,200,200,200,200,200,180,180
"YML039W",24060,25500,22520,21740,21280,20820,107700,112280,95820,115800,102980,87340
"YML038C",50440,60120,48140,53160,53360,50960,41940,41120,40980,43980,40100,36080
"YML037C",4400,3900,3860,3800,3820,3340,1660,2480,2160,2320,1640,1680
"YML036W",12300,13880,13320,15380,13160,13180,11180,11480,11360,13160,10620,11640
"YML035C",45800,47860,42540,41120,43620,38020,60660,56620,57760,66220,55880,53860
"YML034C-A",420,460,620,820,620,620,260,320,280,300,300,260
"YML034W",30640,29680,28720,32020,30920,25680,23420,25580,22940,25540,21680,21320
"YML032C",43100,46740,43480,46240,47620,41200,27880,31160,31760,35060,30720,33120
"YML031C-A",300,200,280,280,220,240,220,220,200,260,300,220
"YML031W",49840,58400,48000,50640,51320,47020,38920,37760,38800,42060,35620,37140
"YML030W",25920,25840,26200,29980,28020,25820,26240,29640,28300,32880,22860,27300
"YML029W",45540,48400,40360,43440,41300,39020,33520,32860,35520,38820,35440,31320
"YML028W",1562920,1820800,1484320,1648480,1668960,1733420,1413100,1434400,1412240,1541920,1375560,1334720
"YML027W",10540,11720,10140,12460,11720,12080,5340,4500,6140,5980,5700,6240
"YML026C",320780,388040,334660,390100,381640,396260,502960,493480,518540,581660,447260,515360
"YML025C",27220,31020,25340,28600,30100,29060,21980,22580,23340,25460,23200,23020
"YML024W",315080,397040,350980,395760,395020,410640,475700,460220,487460,538080,462220,481900
"YML023C",21520,23860,22340,22420,20380,21940,15640,15720,15420,18100,15400,15440
"YML022W",83480,102460,92820,96500,95300,100800,152820,149740,156860,154500,153660,130080
"YML021C",14660,18440,15800,16120,18020,14440,12520,12180,12820,14560,11500,11500
"YML020W",22560,20900,21560,20660,19240,19180,14380,15680,15340,17500,13980,14680
"YML019W",37080,42840,37300,40680,39960,39600,33860,33320,36060,39440,37300,33920
"YML018C",20620,26100,18140,21200,21960,24460,13780,14060,16660,15580,11560,14740
"YML017W",15920,15480,14580,14740,14440,10880,15000,14080,14240,14860,12360,10740
"YML016C",104300,104520,93240,89220,97280,82560,78380,76560,80440,85440,79920,68700
"YML015C",19980,18500,16620,18200,17820,17060,9660,10420,10680,12120,9260,10680
"YML014W",11640,13680,13280,13520,13860,12600,8820,9320,9300,9300,8980,7780
"YML013W",41720,43200,40980,40340,42020,37500,30020,29840,29200,31460,31520,29960
"YML012C-A",680,960,720,840,680,600,600,540,480,540,440,740
"YML012W",153540,189880,156940,181940,179820,183360,147000,146260,154820,169380,143680,153600
"YML011C",11180,13520,11240,13600,12640,11820,9000,9120,8500,10300,7140,8420
"YML010W",52140,55180,44860,48720,45800,42240,42100,38260,38320,42440,36040,32940
"YML009W-B",200,200,200,200,200,200,180,200,180,200,200,220
"YML009C-A",580,700,620,820,620,660,700,680,660,860,700,540
"YML009C",16420,20600,19020,23200,20540,23420,16120,16840,18600,20400,14520,17160
"YML008C",125900,156180,137860,141720,141740,136380,126440,122420,130200,141060,113240,133140
"YML007C-A",3000,2780,3020,2800,3180,3400,1580,1680,1200,1860,1740,1380
"YML007W",78580,82820,74080,76920,75820,76080,61400,55080,60340,64740,50880,59900
"YML006C",16220,18500,17100,17060,16300,14860,13420,12180,11900,15520,12620,11620
"tS(AGA)M",200,200,200,200,200,180,200,260,220,220,220,240
"YML005W",12860,14280,12940,14680,13740,13000,10500,9360,8620,12960,8920,9660
"YML004C",136300,151120,138460,149080,149060,138500,140820,129540,141580,163660,126900,136220
"YML003W",7160,7980,7460,6680,6620,6940,5480,5300,6000,5420,4920,5380
"YML002W",22800,22080,22380,22340,20740,20240,21800,21240,19860,23620,18520,19380
"YML001W",60760,78940,75620,87300,79120,86060,56600,54580,60280,67080,51500,63460
"YMR001C",16260,16840,15700,17660,14860,14480,11960,10100,13800,13500,9460,13780
"YMR001C-A",1240,1340,1040,1200,1020,1220,1500,1000,1260,1060,1200,1160
"YMR002W",93920,115000,95180,103720,107940,105560,79700,76440,84740,89080,76600,86840
"YMR003W",5500,7260,6300,6740,6320,6100,4460,4660,5100,5700,5260,4220
"YMR004W",29180,30460,29220,29260,27540,25040,18640,19320,19100,21860,17080,17720
"YMR005W",21680,25740,23860,24020,23780,23940,14940,15560,14140,17880,13800,18160
"YMR006C",34700,39220,29580,32080,31960,33640,69000,58860,66280,63960,64300,56800
"YMR007W",900,1420,1500,1420,1160,1260,1920,2020,2560,2500,2040,1900
"YMR008C",89380,90240,83280,85240,85340,82020,233860,225960,218360,251480,243620,201520
"YMR009W",21900,24940,24860,22440,26980,25000,16380,18520,16300,20860,17100,17640
"YMR010W",47760,56780,47120,54620,53860,54740,39380,32780,36500,41200,33080,38900
"YMR011W",1781600,1958840,1568120,1703500,1832940,1659960,2522560,2360620,2682080,2821300,2534220,2522000
"tE(UUC)M",240,180,180,200,200,200,220,200,220,260,220,220
"YMR012W",95120,95120,88760,89480,82000,79840,101260,88260,92020,102480,87300,80160
"YMR013C",15860,17480,15780,15640,15840,16140,14580,14080,15540,16640,13800,13340
"YMR013C-A",220,220,180,200,220,200,180,220,200,200,180,200
"snR78",820,800,880,740,780,840,940,920,680,980,1020,960
"snR77",1600,1680,1540,1780,1700,1720,2120,2300,2080,1800,2040,1980
"snR76",1640,2500,2620,2460,2460,2420,3520,3660,2720,3820,3220,3100
"snR75",620,640,680,540,580,400,980,820,860,1000,780,860
"snR74",360,420,460,360,480,300,580,400,500,360,360,680
"snR73",240,200,240,240,220,220,220,200,220,220,220,220
"YMR013W-A",200,200,200,200,200,180,200,200,200,200,180,220
"snR72",380,420,380,360,500,320,360,360,460,420,440,320
"YMR014W",4360,5660,3980,4880,4820,4440,2340,3340,3040,3040,2840,2840
"YMR015C",19120,26200,19300,22260,21060,22220,32620,23920,32840,34020,24640,38480
"YMR016C",28140,26980,28300,25660,26400,24540,15140,14160,12100,14460,13880,11820
"YMR017W",3620,3560,3340,3760,3220,3060,1300,1400,1800,1740,1540,1020
"YMR018W",2760,2700,3340,3240,3360,2920,1780,1360,1360,1500,1080,1620
"YMR019W",27520,27160,24300,26460,23980,23600,16700,16460,15380,16200,15920,15400
"YMR020W",41100,41320,41740,40480,38100,36000,35640,33140,30640,39240,32700,33240
"YMR021C",18920,20240,20280,20880,20860,17700,12960,14340,15400,15040,13500,12200
"YMR022W",62380,70360,67780,69340,71620,68000,55980,62880,59480,72660,59140,54760
"YMR023C",13460,14400,14100,16500,14440,12820,9120,10540,9860,12960,9720,9820
"tA(AGC)M1",180,220,200,200,200,200,200,220,200,200,200,200
"YMR024W",38320,40560,36220,39720,40140,38200,33640,31560,31600,37720,32600,32060
"YMR025W",5440,6440,5320,6500,5800,4860,5440,4860,5240,5360,4260,5260
"YMR026C",25740,25820,25680,25580,27540,23160,21540,17780,20620,22740,20740,19620
"YMR027W",99260,108000,97320,102920,105900,99760,84360,79060,87320,96220,76300,82140
"YMR028W",13580,15900,13680,15140,15540,14380,10740,9920,9800,11740,7220,11180
"YMR029C",36900,40160,41680,39220,39620,36900,24760,25860,25300,29220,22620,24540
"YMR030W",17420,20460,19180,18940,19680,17840,11560,14040,12580,14220,9820,11680
"YMR031C",141700,137440,124680,120960,125900,117440,162400,153400,160760,176780,145580,138620
"YMR031W-A",840,1000,760,960,540,660,240,440,300,240,380,200
"YMR032W",11620,12980,9920,10920,11460,10380,11320,9220,10720,12680,9400,10860
"YMR030W-A",420,420,440,420,340,440,260,260,380,440,340,360
"YMR033W",35180,39700,35900,40580,36100,36180,31520,29960,32900,35400,27780,32660
"YMR034C",16940,19060,17440,15620,17400,15640,9180,12600,10500,12320,12800,8540
"YMR035W",23440,23440,22820,24260,22360,22000,15380,14920,17440,20080,17020,16760
"YMR036C",19360,18300,20340,20140,18020,16660,11400,11960,12380,14100,11960,10100
"YMR037C",30160,33440,26840,30440,26760,29140,21020,17760,18480,21760,16100,18580
"YMR038C",75780,87180,76300,84140,80000,83140,61660,66980,63060,72240,66300,63180
"YMR039C",37140,40780,39280,40500,37180,37560,29340,28780,29340,34660,21020,30500
"YMR040W",2360,3180,2900,3200,3220,3140,2740,2660,2700,3400,2040,2800
"YMR041C",21780,23660,19040,21480,22820,20380,14040,12360,13980,16340,12700,13180
"tF(GAA)M",240,320,220,280,360,240,260,400,380,240,240,260
"YMR042W",23920,23680,23680,22940,25380,22600,5340,6540,5260,5520,6120,4860
"YMR043W",29080,33860,29500,32480,32780,30060,25620,28060,24360,28720,22660,24480
"YMR044W",25120,27740,24740,25040,24680,24380,15060,17920,17180,20380,14220,17540
"YMR045C",22900,20900,19040,19220,20660,18820,78540,82640,72360,86000,72880,65460
"YMR046C",220,180,200,200,200,200,200,200,180,200,200,200
"YMR046W-A",1060,980,1220,1260,1040,1220,1580,1640,1740,1600,1180,1600
"tH(GUG)M",220,240,320,200,280,220,480,320,360,340,320,240
"YMR047C",83280,85820,71120,71260,73280,64940,63200,60920,57280,65640,59180,52460
"YMR048W",10840,11520,10280,11380,11260,11760,5960,6880,5240,7160,4640,5260
"YMR049C",10620,11980,9940,10040,10500,10400,8100,9580,7360,8760,6900,6500
"tV(AAC)M1",200,200,200,220,180,200,200,220,300,180,200,200
"YMR050C",29620,29980,27540,26560,26180,24460,103540,108220,92000,112180,95580,82680
"YMR051C",220,200,220,180,200,200,200,180,200,200,180,200
"tW(CCA)M",200,220,200,180,240,260,180,200,220,220,200,200
"YMR052W",5260,6320,6580,5840,5600,5820,3820,3860,3520,3880,2720,3820
"YMR052C-A",380,400,360,360,320,400,360,320,220,300,240,280
"YMR053C",14940,16080,16980,15420,14860,13900,13580,13480,11800,12840,14080,10940
"YMR054W",88200,85100,79640,79000,77180,71180,74180,69000,68480,77580,66660,64020
"YMR055C",13400,16160,15680,13420,14120,12440,9140,9400,10140,11060,10000,7980
"YMR056C",52000,58300,55740,54500,57440,56080,12000,15060,12680,15020,13820,11160
"YMR057C",1140,1420,1300,1300,1160,1240,840,720,880,1160,660,640
"YMR058W",87040,86280,82800,77640,76440,69660,151760,151600,128780,160120,145220,113140
"YMR059W",6040,6360,5720,6440,6700,5880,3160,3860,3720,4980,3140,3780
"YMR060C",9940,10600,9780,11660,11260,10560,9280,9840,10660,12820,8720,11520
"YMR061W",33220,35240,32340,35760,32560,34000,23040,22240,22420,27220,19600,23540
"YMR062C",73260,92320,73740,81840,83540,81620,64480,60040,61800,70820,66300,62660
"YMR063W",5780,7240,5140,5180,5780,5740,3820,3540,4180,4560,4220,3660
"YMR064W",26980,27660,26500,28380,27540,25760,19960,20800,21820,24560,20580,20240
"YMR065W",6400,7920,7720,7040,7640,7880,7640,6640,6660,7800,5720,7100
"YMR066W",13740,13240,14560,13320,12000,11960,9660,10760,9780,11420,8700,8780
"YMR067C",29620,33000,30980,29940,32120,29880,22000,21660,21420,25220,19860,21280
"YMR068W",14700,17480,16340,15620,16360,14860,8860,9680,10420,11940,8940,9280
"YMR069W",820,780,660,660,920,940,660,600,580,480,560,520
"YMR070W",18140,19860,15860,19420,16700,17180,8280,9420,8800,10740,10480,9560
"YMR071C",55160,70640,57640,67620,68740,69740,56500,53240,61740,66240,55060,61920
"YMR072W",90540,109060,99300,106200,108120,106640,94080,92680,103220,112460,83100,97360
"YMR073C",18220,20420,17680,18520,19620,19760,14620,12420,14680,15480,13660,13060
"YMR074C",40520,48240,42240,46520,49100,48440,38280,36960,40880,43800,36740,37440
"YMR075W",15480,15100,14440,14540,14820,13860,9900,8740,10000,11560,7920,9280
"YMR075C-A",200,220,300,200,240,240,240,200,300,180,260,200
"YMR076C",11020,13560,9800,11680,10280,10640,5520,6120,6080,8040,4820,7040
"tV(AAC)M2",220,260,240,280,220,240,420,640,380,400,380,520
"YMR077C",6080,5360,6080,6680,6440,5340,3820,5220,4800,5200,3380,5680
"YMR078C",15920,16340,14060,15440,15500,15140,8720,10380,9580,10700,8940,9700
"YMR079W",52300,58360,48960,54780,56360,53940,48240,43320,47480,48380,41700,44680
"YMR080C",61180,61980,52580,53680,52960,49160,54880,47460,48220,52240,45200,41580
"YMR081C",24140,25840,25480,26480,24800,24760,102660,110220,105240,124840,105560,88860
"YMR082C",1400,1340,1700,1440,1440,1240,580,880,720,740,840,660
"YMR083W",268880,307660,280460,291020,293240,288280,281700,266660,264880,308240,271000,266760
"YMR084W",5020,3720,4220,4040,4500,3960,4440,4900,3500,4900,5360,3500
"YMR085W",12200,11580,12900,12700,11340,10040,11420,15040,10880,15080,13640,10660
"YMR086W",73340,70360,61340,63880,67320,59940,62260,62100,62020,64420,60880,52260
"YMR086C-A",1080,1140,1180,1240,1060,1400,1140,1280,1260,1760,1100,1180
"YMR087W",14060,13980,12960,13740,15080,13680,13340,13220,15040,16960,13060,14660
"YMR088C",60920,67380,59220,61680,61260,58660,50200,50200,49240,53900,49940,43180
"YMR089C",54220,57040,47820,48520,47480,43940,43720,42840,43480,46780,38740,37980
"YMR090W",29200,31380,28060,32460,31500,32740,32260,34780,36440,42860,28780,35000
"YMR091C",34220,40600,32580,36580,39340,35580,26600,25860,28180,29360,22780,26160
"YMR092C",101100,114180,105160,106300,109380,100300,110420,101140,109760,118900,99280,106640
"YMR093W",9600,13020,10900,10800,11460,10580,5880,6640,5220,6560,5380,4880
"YMR094W",4540,4500,3880,4820,4120,4240,2880,2840,3100,3720,2720,2760
"YMR095C",3840,3720,3760,3500,3500,4160,2420,2700,2860,2560,2840,2500
"YMR096W",8860,8260,7780,8500,7860,8180,7320,6120,7440,7560,6420,8000
"YMR097C",14780,14780,16440,16380,15980,15800,12100,13300,12540,14980,10640,12240
"YMR098C",18600,20240,19040,20620,18260,19360,14460,12380,13980,16120,14900,13680
"tD(GUC)M",240,220,200,200,200,220,260,240,200,220,300,240
"YMR099C",100500,128220,109460,118220,120440,120700,93820,87060,92260,107920,87260,96580
"YMR100W",16120,16320,13060,16000,15240,12180,14040,15340,14540,14440,12280,12920
"YMR101C",1220,1480,1120,1440,1540,1080,900,1160,1040,1080,1080,1160
"YMR102C",20600,19300,21440,20160,18060,17620,16180,18720,16360,18560,15060,15140
"YMR103C",34420,30620,35040,31340,28860,27660,34720,44460,40200,43280,38560,29400
"YMR104C",138960,131960,136560,120380,128380,108800,174080,208260,176620,205740,203680,132160
"YMR105C",161660,166920,167940,161580,158000,147160,846840,820440,872160,936340,887980,780580
"YMR105W-A",2180,2300,2280,2840,1980,2260,980,860,1100,1120,1320,1360
"YMR106C",13860,15780,12740,12360,13580,11720,6620,7500,7300,8540,7000,7040
"tK(CUU)M",240,260,280,240,220,220,280,200,380,380,300,300
"YMR107W",3760,3520,3460,3520,4200,4460,8240,10420,8860,12040,7500,8340
"YMR108W",188860,196420,171860,161920,173940,157660,156260,146500,142680,166800,149940,123600
"YMR109W",80580,83120,68940,73680,78040,72360,67700,60280,63100,71000,57180,59860
"YMR110C",137120,147840,127420,136380,138020,129740,148700,139140,150160,170920,140300,143860
"YMR111C",13200,15540,14260,15940,16420,13420,9600,9800,9980,11100,8320,9460
"YMR112C",10180,11260,10160,11420,10080,11540,8480,8820,8780,10200,6440,8140
"YMR113W",20600,23220,20380,22700,21760,21460,15440,15640,15100,18280,13520,15500
"YMR114C",17840,18900,21860,20540,21460,19520,13880,17320,14000,17080,14540,15620
"YMR115W",28280,28380,29100,30100,29340,28380,21860,21220,23820,26740,22860,21440
"YMR116C",956900,1106300,978180,998880,975240,973960,1439240,1461520,1439120,1529140,1502300,1204680
"snR24",780,560,660,800,800,880,800,1080,1080,1040,1320,1000
"YMR117C",6620,7040,6640,6580,6600,6220,3440,4540,4280,4320,4400,3960
"YMR118C",8640,9200,9000,10000,9840,8740,4940,6100,5100,6720,5600,6100
"tL(CAA)M",200,240,200,240,180,200,200,260,220,240,200,220
"YMR119W",83180,90360,78960,84660,87160,78300,90080,82780,90500,98540,91580,81360
"YMR119W-A",1000,1340,940,1080,1140,1140,1020,1040,1360,980,1420,1060
"YMR120C",67460,85900,61780,75280,72320,79100,124600,74000,127220,118600,85500,136660
"YMR121C",30580,38420,31160,34520,34020,33420,23160,23180,23280,27120,19240,25320
"YMR122C",17900,19120,17160,18560,18700,18700,3040,2840,2420,3420,2940,2760
"YMR122W-A",547020,654020,591460,616780,626300,650380,942040,1039360,1006280,1038040,970200,941440
"YMR123W",30000,38800,35080,36600,36020,37760,25880,26280,27460,27680,24660,27680
"YMR124W",60300,54600,52040,53700,51160,47920,35200,34300,33040,38840,30720,28040
"YMR125W",42040,45600,37660,41320,40360,36940,35380,32000,34160,36380,32020,30980
"YMR126C",17200,16480,15440,16500,15920,15080,13160,13320,14040,18820,12160,13300
"YMR127C",7680,8680,9480,10100,8800,9260,5540,6020,5740,6300,5500,5900
"YMR128W",7560,8200,7840,7660,7080,7600,5180,5480,5140,6420,5320,4960
"YMR129W",28560,28420,25500,28420,27460,25120,24760,22400,24580,27860,24400,20160
"YMR130W",18160,21300,18140,19840,18220,19260,17060,15120,16260,20080,15620,16440
"YMR131C",30160,33000,29640,29640,29280,27980,29600,29220,26860,30860,27700,22820
"YMR132C",3200,3240,3060,3020,3580,2940,2880,3340,2940,3100,2620,2300
"YMR133W",25360,25840,25280,25700,24500,23820,24900,24600,25220,27700,23120,21780
"YMR134W",17460,20640,17960,19040,19040,18680,10100,10040,9100,11900,10260,10280
"YMR135C",82260,83180,78420,82160,81960,76300,53620,58800,54480,62420,55460,51920
"YMR135W-A",4100,3640,4160,3340,3260,3340,900,860,680,1120,1060,780
"YMR136W",68320,66680,67380,72220,65740,60660,60900,59360,53340,63300,58980,48020
"YMR137C",9280,8760,8180,9160,8920,7720,6060,6560,5840,7360,4980,5420
"YMR138W",6960,7780,7520,7300,7600,7680,4760,4860,5520,5840,4540,5360
"YMR139W",65000,64340,63320,65600,64700,59340,63100,59600,59820,66660,54080,57420
"YMR140W",47040,45840,46340,42140,46180,40580,32840,35740,30800,36740,33480,29820
"YMR141C",5100,5220,5480,5900,5680,5620,4780,4440,4540,4640,3700,4080
"YMR142C",530780,586420,551080,595020,560980,594020,639000,668140,630280,701260,561160,606520
"YMR141W-A",1080,1200,760,1080,1020,1140,500,680,740,860,1000,800
"YMR143W",463180,561720,489520,550820,552700,582160,584420,587220,595840,672460,591500,612100
"YMR144W",7660,8880,7800,8680,9620,7980,4100,3400,4460,4720,3280,4800
"YMR145C",140720,157960,123440,137280,134000,125880,232720,215520,225360,242180,217980,209420
"YMR146C",177500,203380,186120,193860,183580,187780,171580,170520,162740,181380,171200,162340
"YMR147W",12860,12460,10640,12340,11620,11400,4500,6180,5680,6140,6580,5560
"YMR148W",39700,46320,36060,38640,39220,39560,36440,36080,40780,43060,34580,35340
"YMR149W",112680,138940,113680,128400,126940,127740,108840,103540,104900,115360,109540,104120
"YMR150C",21300,25560,21340,25920,24660,26900,20420,18880,20840,22500,18340,20520
"YMR151W",2580,2660,2440,2860,3260,2700,2540,2560,2800,2360,2120,1980
"YMR152W",52080,65020,54280,58040,59420,53940,62240,61140,63560,73220,57680,62660
"YMR153W",23080,24660,22180,22600,21520,20800,13840,12880,13480,15700,13780,13380
"YMR153C-A",540,720,660,800,600,600,520,620,620,500,440,560
"YMR154C",16080,17680,16220,16780,17480,15440,12700,13280,13500,15140,12200,14320
"YMR155W",42660,49060,44700,45360,48500,43380,39820,41000,39640,45040,43300,37620
"YMR156C",14140,15900,14200,16160,13980,13120,10240,11440,10260,12260,12020,10880
"YMR157C",15480,16420,16560,18840,16820,16980,15960,16020,16820,19640,16180,18280
"YMR158W",12800,14980,11900,13260,12940,13060,14220,15520,15620,19180,11160,14940
"tM(CAU)M",200,200,200,200,220,200,240,300,220,240,280,200
"YMR158C-A",1500,1620,1080,1540,1080,1460,1300,1080,1200,1540,840,1300
"YMR158W-B",240,200,220,240,200,280,240,220,240,240,260,260
"YMR159C",200,260,300,200,220,280,220,300,200,220,240,200
"YMR160W",25040,27340,24480,26700,25100,24080,19560,21080,21680,22280,19680,19320
"YMR161W",35380,41280,37140,38140,44080,37620,27300,30600,30520,34420,33380,27300
"YMR162C",31160,33820,31940,30940,29980,29220,23520,25060,24000,25700,21020,22360
"YMR163C",16560,17900,15380,18060,15560,15380,9720,9040,10140,10180,7640,9720
"tV(AAC)M3",200,240,260,200,200,200,200,200,220,220,200,200
"YMR164C",18040,19420,15160,16520,17920,15500,12160,12180,12200,15880,11180,10460
"YMR165C",35860,35060,34040,35720,35200,30120,37060,38880,37180,43340,38400,32500
"YMR166C",14860,17840,15800,16740,15000,15340,14040,14820,13680,16220,13400,15180
"YMR167W",20840,19420,19820,20200,21480,16960,15800,14220,14420,17500,13960,13040
"YMR168C",25040,25360,25360,23320,23580,22080,15200,14840,15000,17980,13800,16180
"YMR169C",21840,21300,21780,22220,23120,21140,47580,52880,52660,60260,51960,43060
"YMR170C",31880,32300,29520,32820,29060,27820,34400,35880,33200,39740,35040,31340
"YMR171C",51820,58500,51540,52060,54880,52740,49660,45420,48900,56420,49760,44920
"YMR172W",18100,18880,15600,15020,16480,15700,7620,8600,8580,9540,7400,7340
"YMR172C-A",220,200,220,260,260,200,240,240,240,220,200,200
"YMR173W",18060,19180,14900,19160,19620,17640,55120,52040,54880,66260,52440,57460
"YMR173W-A",1200,1500,1660,1560,1400,1600,1800,2000,2160,2600,1700,1660
"YMR174C",9780,10800,10260,10560,10560,11620,9340,11040,10040,12300,9000,9540
"YMR175W",900,1260,1460,1420,1080,1380,1440,2060,1620,2280,1500,1640
"YMR175W-A",700,780,780,600,480,580,480,480,600,720,740,440
"YMR176W",24420,21960,20560,21860,21000,18660,16460,17240,15220,16420,14260,14300
"YMR177W",9700,11680,10000,11200,10040,9820,8320,7680,6620,8700,7340,8140
"YMR178W",40780,44540,40520,49100,45760,45000,41680,39000,39860,45420,34680,44080
"YMR179W",8340,8460,8380,10000,7980,7460,5420,5680,5060,6440,4520,4960
